;show_date;Artist;Title;Album;Year
674;Nov 6. 2022 ;Broken Bells;The Ghost Inside;The Ghost Inside;2010
675;Nov 6. 2022 ;Car Seat Headrest;Vincent;Vincent;2016
676;Nov 6. 2022 ;BRONCHO;Deena;Just Enough Hip to Be Woman;2014
677;Nov 6. 2022 ;Built To Spill;Sidewalk;Sidewalk;1999
678;Nov 6. 2022 ;Courtney Barnett;Nobody Really Cares If You Don't Go to the Party;Sometimes I Sit and Think. and Sometimes I Just Sit;2015
679;Nov 6. 2022 ;Radiohead;Man of War;OK Computer OKNOTOK 1997 2017;2017
680;Nov 6. 2022 ;The White Stripes;Rag and Bone;Rag and Bone;2020
681;Nov 6. 2022 ;Ne-Hi;Since I've Been Thinking;NE-HI;2014
682;Nov 6. 2022 ;Neutral Milk Hotel;You've Passed;On Avery Island;1996
683;Nov 6. 2022 ;Tacocat;The Internet;Lost Time;2016
684;Nov 6. 2022 ;Frankie Cosmos;On the Lips;On the Lips;2016
685;Nov 6. 2022 ;The Coathangers;Down Down;Nosebleed Weekend;2016
686;Nov 6. 2022 ;Astralasia;Realise Your Purpose;Astralogy;2014
687;Nov 6. 2022 ;The Unicorns;I Was Born (A Unicorn);Who Will Cut Our Hair When We're Gone? (Remastered);2014
688;Nov 3. 2022 ;The Shins;Australia;Australia (CD);2007
689;Nov 3. 2022 ;Modest Mouse;Ocean Breathes Salty (Album Version);Good News For People Who Love Bad News;2004
690;Nov 3. 2022 ;The Dead Weather;So Far from Your Weapon;Horehound;2500
691;Nov 3. 2022 ;Sebadoh;Willing To Wait;Willing To Wait;2006
692;Nov 3. 2022 ;Tijuana Panthers;Advice;EP;2008
693;Nov 3. 2022 ;Ty Segall;Drug Mugger;Mr. Face;2015
694;Nov 3. 2022 ;Pixies;Debaser;Death To The Pixies;1997
695;Nov 3. 2022 ;The Jon Spencer Blues Explosion;Cowboy;Orange;2010
696;Nov 3. 2022 ;King Khan & the Shrines;Born to Die;Idle No More;2013
697;Nov 3. 2022 ;Black Lips;Cold Hands;Good Bad Not Evil;2007
698;Nov 3. 2022 ;Twerps;I Don't Mind;Range Anxiety;2015
699;Nov 3. 2022 ;Paul Leonard Morgan;Shining Light 1;Creative World;2003
700;Nov 3. 2022 ;PJ Harvey;Down By The Water;To Bring You My Love;1995
701;Nov 3. 2022 ;Limes;Merrilly;Tarantula! / Blue Blood;2011
702;Nov 3. 2022 ;Matthew Sweet;Sick of Myself;Platinum & Gold Collection;1995
703;Nov 3. 2022 ;Hinds;Bamboo;Demo;2014
704;Nov 3. 2022 ;Pavement;Elevate Me Later;Elevate Me Later;1994
705;Nov 3. 2022 ;The Black Keys;She Said. She Said;The Big Come Up;2008
706;Nov 3. 2022 ;Cherry Glazerr;Nurse Ratched;Nurse Ratched;2016
707;Nov 3. 2022 ;Blondie;One Way Or Another (2001 - Remaster);One Way Or Another;2013
708;Nov 3. 2022 ;Crocodiles;I Wanna Kill;Summer Of Hate;2009
709;Nov 3. 2022 ;Broken Bells;The Ghost Inside;The Ghost Inside;2010
710;Nov 3. 2022 ;Car Seat Headrest;Vincent;Vincent;2016
711;Nov 3. 2022 ;BRONCHO;Deena;Just Enough Hip to Be Woman;2014
712;Nov 3. 2022 ;Built To Spill;Sidewalk;Sidewalk;1999
713;Nov 3. 2022 ;Courtney Barnett;Nobody Really Cares If You Don't Go to the Party;Sometimes I Sit and Think. and Sometimes I Just Sit;2015
714;Nov 3. 2022 ;Radiohead;Man of War;Man of War;2017
715;Nov 3. 2022 ;The White Stripes;Rag and Bone;Icky Thump;2007
716;Nov 3. 2022 ;Ne-Hi;Since I've Been Thinking;NE-HI;2014
717;Nov 3. 2022 ;Neutral Milk Hotel;You've Passed;On Avery Island;1996
718;Nov 3. 2022 ;Tacocat;The Internet;Lost Time;2016
719;Nov 3. 2022 ;Frankie Cosmos;On the Lips;On the Lips;2016
720;Nov 3. 2022 ;The Coathangers;Down Down;Nosebleed Weekend;2016
721;Nov 3. 2022 ;The Unicorns;I Was Born (A Unicorn);Who Will Cut Our Hair When We're Gone? (Remastered);2014
722;Oct 30. 2022;alt-J;Breezeblocks;An Awesome Wave (Deluxe Version);2012
723;Oct 30. 2022;Nirvana;Breed;Nevermind;2011
724;Oct 30. 2022;Night Beats;Outta Mind;Sonic Bloom;2013
725;Oct 30. 2022;The Afghan Whigs;Summer's Kiss;Summer's Kiss;1996
726;Oct 30. 2022;Alabama Shakes;Hang Loose;Boys & Girls;2012
727;Oct 30. 2022;The Amps;Pacer;Pacer;1995
728;Oct 30. 2022;Band Of Horses;Cigarettes. Wedding Bands;Cease to Begin;2007
729;Oct 30. 2022;Beat Happening;Fortune Cookie Prize;Look Around;2015
730;Oct 30. 2022;Two Door Cinema Club;What You Know;OUI FM 2011;2011
731;Oct 30. 2022;Pavement;Shady Lane/J Vs. S;Shady Lane/J Vs. S;2010
732;Oct 30. 2022;Parquet Courts;These Boots Are Made For Walkin';These Boots Are Made For Walkin';2014
733;Oct 30. 2022;Violent Femmes;American Music;Why Do Birds Sing?;2011
734;Oct 30. 2022;The Strokes;Someday;Is This It;2001
735;Oct 30. 2022;Kevin Morby;Rock Bottom;This Is A Photograph;2022
736;Oct 30. 2022;Sylvan Esso;Sunburn;Sunburn;2022
737;Oct 30. 2022;The Happy Fits;Hold Me Down;What Could Be Better;2020
738;Oct 30. 2022;Fruit Bats;The Balcony;The Pet Parade;2021
739;Oct 30. 2022;The Stone Roses;Love Spreads;Second Coming;1994
740;Oct 30. 2022;Someone Still Loves You Boris Yeltsin;Step Brother City;The High Country;2015
741;Oct 30. 2022;Splashh;All I Wanna Do;Comfort;2013
742;Oct 30. 2022;Ron Gallo;Why Do You Have Kids?;Heavy Meta;2017
743;Oct 30. 2022;Reigning Sound;I'd Much Rather Be With The Boys;Time Bomb High School;2002
744;Oct 30. 2022;Radiohead;2 + 2 = 5;2 + 2 = 5;2003
745;Oct 30. 2022;The Raconteurs;Salute Your Solution;Consolers Of The Lonely;2008
746;Oct 30. 2022;The Psychedelic Furs;Pretty in Pink;Essential Rock - Definitive Rock Classics And Power Ballads;2009
747;Oct 30. 2022;Portugal. The Man;So American;In the Mountain in the Cloud;2011
748;Oct 30. 2022;Pixies;Where Is My Mind?;Death To The Pixies;1997
749;Oct 30. 2022;Beck;The New Pollution;Odelay;1996
750;Oct 30. 2022;DIIV;Out of Mind;Is the Is Are;2016
751;Oct 30. 2022;Superchunk;Me & You & Jackie Mittoo;I Hate Music;2013
752;Oct 30. 2022;The New Pornographers;Whiteout Conditions;Whiteout Conditions;2017
753;Oct 30. 2022;Courtney Barnett;Pickles From The Jar;A Pair Of Pears (With Shadows);2014
754;Oct 27. 2022;alt-J;Breezeblocks;An Awesome Wave (Deluxe Version);2012
755;Oct 27. 2022;Nirvana;Breed;Nevermind;2011
756;Oct 27. 2022;Night Beats;Outta Mind;Sonic Bloom;2013
757;Oct 27. 2022;The Afghan Whigs;Summer's Kiss;Summer's Kiss;1996
758;Oct 27. 2022;Alabama Shakes;Hang Loose;Boys & Girls;2012
759;Oct 27. 2022;The Amps;Pacer;Pacer;1995
760;Oct 27. 2022;The B-52's;Dance This Mess Around;B-52's;2015
761;Oct 27. 2022;Band Of Horses;Cigarettes. Wedding Bands;Cease to Begin;2007
762;Oct 27. 2022;Beat Happening;Fortune Cookie Prize;Look Around;2015
763;Oct 27. 2022;Two Door Cinema Club;What You Know;OUI FM 2011;2011
764;Oct 27. 2022;Pavement;Shady Lane/J Vs. S;Shady Lane/J Vs. S;2010
765;Oct 27. 2022;Parquet Courts;These Boots Are Made For Walkin';These Boots Are Made For Walkin';2014
766;Oct 27. 2022;Violent Femmes;American Music;Why Do Birds Sing?;2011
767;Oct 27. 2022;The Strokes;Someday;Is This It;2001
768;Oct 27. 2022;Kevin Morby;Rock Bottom;This Is A Photograph;2022
769;Oct 27. 2022;Sylvan Esso;Sunburn;Sunburn;2022
770;Oct 27. 2022;The Happy Fits;Hold Me Down;What Could Be Better;2020
771;Oct 27. 2022;Fruit Bats;The Balcony;The Pet Parade;2021
772;Oct 27. 2022;The Stone Roses;Love Spreads;Second Coming;1994
773;Oct 27. 2022;Someone Still Loves You Boris Yeltsin;Step Brother City;The High Country;2015
774;Oct 27. 2022;Splashh;All I Wanna Do;All I Wanna Do;2012
775;Oct 27. 2022;Ron Gallo;Why Do You Have Kids?;Heavy Meta;2017
776;Oct 27. 2022;Reigning Sound;I'd Much Rather Be With The Boys;Time Bomb High School;2002
777;Oct 27. 2022;Radiohead;2 + 2 = 5;2 + 2 = 5;2003
778;Oct 27. 2022;The Raconteurs;Salute Your Solution;Consolers Of The Lonely;2008
779;Oct 27. 2022;The Psychedelic Furs;Pretty in Pink;Essential Rock - Definitive Rock Classics And Power Ballads;2009
780;Oct 27. 2022;Portugal. The Man;So American;In the Mountain in the Cloud;2011
781;Oct 27. 2022;Pixies;Where Is My Mind?;Death To The Pixies;1997
782;Oct 27. 2022;Beck;The New Pollution;Odelay;1996
783;Oct 27. 2022;DIIV;Out of Mind;Is the Is Are;2016
784;Oct 27. 2022;Ezra Furman;Unbelievers;Unbelievers;2018
785;Oct 27. 2022;Superchunk;Me & You & Jackie Mittoo;I Hate Music;2013
786;Oct 27. 2022;The New Pornographers;Whiteout Conditions;Whiteout Conditions;2017
787;Oct 27. 2022;Courtney Barnett;Pickles From The Jar;A Pair Of Pears (With Shadows);2014
788;Oct 23. 2022;The Black Angels;Young Men Dead;Passover;2008
789;Oct 23. 2022;Arcade Fire;We Used To Wait;The Suburbs;2010
790;Oct 23. 2022;Cold War Kids;I've Seen Enough;Loyalty To Loyalty;2016
791;Oct 23. 2022;Mdou Moctar;Inizgam;Ilana (The Creator);2019
792;Oct 23. 2022;The Kills;Fried My Little Brains;Keep On Your Mean Side;2003
793;Oct 23. 2022;Pixies;Wave of Mutilation (UK Surf);Southland Tales (Original Soundtrack);2020
794;Oct 23. 2022;The Pains of Being Pure at Heart;Girl of 1. 000 Dreams;Belong;2011
795;Oct 23. 2022;The Libertines;Campaign Of Hate;Campaign Of Hate;2004
796;Oct 23. 2022;Parquet Courts;Uncast Shadow of a Southern Myth;Uncast Shadow of a Southern Myth;2014
797;Oct 23. 2022;Black Lips;I'll Be With You;I'll Be With You;2009
798;Oct 23. 2022;Dinosaur Jr.;Start Choppin [2019 Remaster];Where You Been [Expanded & Remastered Edition];2019
799;Oct 23. 2022;Clap Your Hands Say Yeah;The Skin Of My Yellow Country Teeth;Clap Your Hands Say Yeah;2005
800;Oct 23. 2022;Wavves;Nine Is God;The Music of Grand Theft Auto V. Vol. 1;2013
801;Oct 23. 2022;Courtney Barnett;Elevator Operator;Sometimes I Sit and Think. and Sometimes I Just Sit;2015
802;Oct 23. 2022;Bass Drum of Death;Shattered Me;Bass Drum of Death;2013
803;Oct 23. 2022;Black Rebel Motorcycle Club;Not What You Wanted;Baby 81;2007
804;Oct 23. 2022;Compulsive Gamblers;My Love Is a Monster;Bluff City;2012
805;Oct 23. 2022;The Black Keys;Elevator;Elevator;2006
806;Oct 23. 2022;The Walkmen;Angela Surf City;Lisbon;2010
807;Oct 23. 2022;Deerhunter;Snakeskin;Snakeskin;2015
808;Oct 23. 2022;Strange Names;Luxury;Strange Names LP;2015
809;Oct 23. 2022;Day Wave;We Try but We Don't Fit In;We Try but We Don't Fit In;2015
810;Oct 23. 2022;Dr. Dog;Broken Heart;B-Room;2013
811;Oct 23. 2022;The Brian Jonestown Massacre;Caress;Take It From The Man;2008
812;Oct 23. 2022;Portugal. The Man;All Your Light (Times Like These);In the Mountain in the Cloud;2011
813;Oct 23. 2022;Waxahatchee;The Dirt;Ivy Tripp;2015
814;Oct 23. 2022;R.E.M.;Supernatural Superserious;Accelerate (Standard Version);2008
815;Oct 23. 2022;The Dead Weather;The Difference Between Us;The Difference Between Us;2010
816;Oct 23. 2022;Matt and Kim;I'll Take Us Home;I'll Take Us Home;2009
817;Oct 23. 2022;My Morning Jacket;Aluminum Park;Evil Urges;2008
818;Oct 23. 2022;Neutral Milk Hotel;Song Against Sex;On Avery Island;1996
819;Oct 23. 2022;Deer Tick;Spend The Night;Spend The Night;2007
820;Oct 23. 2022;Astralasia;Realise Your Purpose;Astralogy;2014
821;Oct 20. 2022;Los Lobos;I Walk Alone;Los Lobos: Live At The Fillmore;2018
822;Oct 20. 2022;Black Lips;Boys In The Wood;Boys in the Wood;2014
823;Oct 20. 2022;Nirvana;Where Did You Sleep Last Night;MTV Unplugged In New York;1994
824;Oct 20. 2022;The Shins;Phantom Limb;Phantom Limb;2007
825;Oct 20. 2022;Radiohead;Fake Plastic Trees;The Best Of;2008
826;Oct 20. 2022;Courtney Barnett;Out of the Woodwork;The Double EP: A Sea of Split Peas;2013
827;Oct 20. 2022;Frightened Rabbit;The Woodpile;The Woodpile;2013
828;Oct 20. 2022;Waxahatchee;Lips and Limbs;Cerulean Salt;2013
829;Oct 20. 2022;Superchunk;Trees of Barcelona;I Hate Music;2013
830;Oct 20. 2022;Shannon and The Clams;The Warlock in the Woods;I Wanna Go Home;2009
831;Oct 20. 2022;My Morning Jacket;Into The Woods;Z;2008
832;Oct 20. 2022;Cotton Jones;Up A Tree (Went This Heart I Have);Paranoid Cocoon;2009
833;Oct 20. 2022;Fleet Foxes;Ragged Wood;Ragged Wood;2008
834;Oct 20. 2022;The White Stripes;Dead Leaves And The Dirty Ground;White Blood Cells;2001
835;Oct 20. 2022;Wooden Shjips;Loose Lips (Single);Loose Lips b/w Start to Dreaming;2007
836;Oct 20. 2022;Pavement;Shady Lane/J Vs. S;Shady Lane/J Vs. S;2010
837;Oct 20. 2022;Sebadoh;Oak Street Raga;The Freed Man;2007
838;Oct 20. 2022;Woods;Moving to the Left;With Light and with Love;2014
839;Oct 20. 2022;Black Lips;Family Tree;Family Tree;2011
840;Oct 20. 2022;Strand of Oaks;Goshen '97;Goshen '97;2014
841;Oct 20. 2022;Wolf Parade;Forest Green;Forest Green;2019
842;Oct 20. 2022;Eef Barzelay;Make Another Tree;Lose Big;2009
843;Oct 16. 2022;My Morning Jacket;First Light;Circuital;2011
844;Oct 16. 2022;Crocodiles;Flash Of Light;Summer Of Hate;2009
845;Oct 16. 2022;Hanni El Khatib;All Black;Moonlight;2015
846;Oct 16. 2022;Thee Oh Sees;Turned out Light;Mutilator Defeated at Last;2015
847;Oct 16. 2022;Hinds;To The Morning Light;I Don't Run;2018
848;Oct 16. 2022;Night Beats;Playing Dead;Sonic Bloom;2013
849;Oct 16. 2022;Dr. Dog;Distant Light;B-Room;2013
850;Oct 16. 2022;The Black Keys;Black Door;Magic Potion;2006
851;Oct 16. 2022;The Apples in Stereo;Shine A Light;#1 Hits Explosion;2009
852;Oct 16. 2022;Broken Bells;The Changing Lights;After the Disco;2014
853;Oct 16. 2022;The Raconteurs;Shine The Light On Me;Help Us Stranger;2019
854;Oct 16. 2022;Yo La Tengo;Black Hole;Little Honda;1998
855;Oct 16. 2022;Portugal. The Man;All Your Light (Times Like These);In the Mountain in the Cloud;2011
856;Oct 16. 2022;Built To Spill;Bad Light;Bad Light;1999
857;Oct 16. 2022;Arcade Fire;The Well and the Lighthouse;Neon Bible;2017
858;Oct 16. 2022;Temples;Shelter Song;Sun Structures;2014
859;Oct 16. 2022;Dinosaur Jr.;Lightning Bulb;Beyond;2007
860;Oct 16. 2022;Pickwick;Light It Up (Let It Burn);LoveJoys;2017
861;Oct 16. 2022;Rolling Blackouts Coastal Fever;French Press;French Press;2017
862;Oct 16. 2022;Black Rebel Motorcycle Club;Killing The Light;Baby 81;2007
863;Oct 16. 2022;Conor Oberst;Big Black Nothing;Outer South;2012
864;Oct 16. 2022;Hanni El Khatib;Black Constellation;Savage Times;2017
865;Oct 16. 2022;Yeah Yeah Yeahs;Cold Light;Fever To Tell;2017
866;Oct 16. 2022;Best Coast;Different Light;Different Light;2020
867;Oct 16. 2022;Futurebirds;The Light;Baba Yaga;2016
868;Oct 13. 2022;Dehd;Window;Blue Skies;2022
869;Oct 13. 2022;The Replacements;Bastards of Young (2008 Remaster);Bastards of Young (2008 Remaster);2010
870;Oct 13. 2022;Sharon Van Etten;Mistakes;We've Been Going About This All Wrong;2022
871;Oct 13. 2022;Billy Bragg;All You Fascists;All You Fascists;2012
872;Oct 13. 2022;R.E.M.;So. Central Rain;And I Feel Fine.....The Best Of The IRS Years 82-87;2006
873;Oct 13. 2022;Nirvana;Molly's Lips;Incesticide;1992
874;Oct 13. 2022;Joy Division;Love Will Tear Us Apart;13 Reasons Why (A Netflix Original Series Soundtrack);2008
875;Oct 13. 2022;Pavement;Two States;Two States;1992
876;Oct 13. 2022;Beulah;Emma Blowgun's Last Stand;When Your Heartstrings Break;2003
877;Oct 13. 2022;Vampire Weekend;M79;M79;2008
878;Oct 13. 2022;NE-HI;Palm of Hand;Offers;2017
879;Oct 13. 2022;Jagwar Ma;Come Save Me;Howlin;2013
880;Oct 13. 2022;James;Laid;Essential Festival: James;2008
881;Oct 13. 2022;The White Stripes;Ball And Biscuit;Elephant;2003
882;Oct 13. 2022;White Reaper;Cool;Cool;2014
883;Oct 13. 2022;Wolf Parade;Yulia;Yulia;2010
884;Oct 13. 2022;Wooden Shjips;Loose Lips (Single);Loose Lips b/w Start to Dreaming;2007
885;Oct 13. 2022;Yeah Yeah Yeahs;Heads Will Roll;iTunes Originals;2009
886;Oct 13. 2022;Thigh Master;6 Ft Barrier;Now for Example;2019
887;Oct 13. 2022;Teenage Fanclub;The Concept;"Four Thousand. Seven Hundred and Seventy seconds; A Shortcut to Teenage Fanclub";2012
888;Oct 13. 2022;Sylvan Esso;Ferris Wheel;Frequency;2020
889;Oct 13. 2022;Tacocat;Dana Katherine Scully;Lost Time;2016
890;Oct 13. 2022;Swearin';Dust In The Gold Sack;Surfing Strange;2013
891;Oct 13. 2022;Superchunk;This Summer;"""This Summer"" B/W ""Cruel Summer""";2012
892;Oct 13. 2022;Summer Twins;Demons;Demons - Single;2015
893;Oct 13. 2022;Stef Chura;All I Do is Lie;Midnight;2019
894;Oct 13. 2022;Portugal. The Man;Modern Jesus;Evil Friends;2013
895;Oct 13. 2022;My Morning Jacket;Victory Dance;Circuital;2011
896;Oct 13. 2022;Courtney Barnett;History Eraser;The Double EP: A Sea of Split Peas;2013
897;Oct 13. 2022;Parquet Courts;Insufferable;Insufferable;2014
898;Oct 9. 2022 ;Parquet Courts;Black and White;Black and White;2014
899;Oct 9. 2022 ;Courtney Barnett;Pedestrian at Best;Pedestrian at Best;2015
900;Oct 9. 2022 ;Vampire Weekend;Sunflower;This Life / Unbearably White;2500
901;Oct 9. 2022 ;Black Lips;Drugs;Drugs;2009
902;Oct 9. 2022 ;Tacocat;You Can't Fire Me. I Quit;Lost Time;2016
903;Oct 9. 2022 ;Tame Impala;Be Above It;Lonerism;2012
904;Oct 9. 2022 ;Television;See No Evil;See No Evil;2017
905;Oct 9. 2022 ;The Exploding Hearts;I'm a Pretender;Guitar Romantic;2003
906;Oct 9. 2022 ;Pixies;Here Comes Your Man;Death To The Pixies;1997
907;Oct 9. 2022 ;Lucy Dacus;Night Shift;Night Shift;2017
908;Oct 9. 2022 ;Liz Phair;"6'1""";"6'1""";2016
909;Oct 9. 2022 ;Pavement;Billie;Billie;1999
910;Oct 9. 2022 ;Radiohead;Airbag;Airbag;1997
911;Oct 9. 2022 ;Foxygen;Freedom II;…And Star Power;2014
912;Oct 9. 2022 ;Silversun Pickups;Growing Old Is Getting Old;Swoon;2009
913;Oct 9. 2022 ;Weezer;Island In The Sun;Maladroit;2002
914;Oct 9. 2022 ;Car Seat Headrest;Oh! Starving;Oh! Starving;2015
915;Oct 9. 2022 ;The Kills;Blue Moon;Little Bastards;2020
916;Oct 9. 2022 ;Ty Segall;Shoot You in the Head;Singles 2007-2010;2011
917;Oct 9. 2022 ;Guided By Voices;Atom Eyes;Atom Eyes;1996
918;Oct 9. 2022 ;Rilo Kiley;All the Drugs;rkives;2013
919;Oct 9. 2022 ;Built to Spill;The First Song;Ultimate Alternative Wavers;1993
920;Oct 9. 2022 ;Deer Tick;Mr. Cigarette;Mr. Cigarette;2011
921;Oct 9. 2022 ;Sleeper Agent;Get it Daddy;Celabrasion;2012
922;Oct 9. 2022 ;Delta Spirit;Ode To Sunshine;Ode To Sunshine;2019
923;Oct 9. 2022 ;Dinosaur Jr.;What Else Is New [2019 Remaster];Where You Been [Expanded & Remastered Edition];2019
924;Oct 9. 2022 ;Cold War Kids;Passing The Hat;Robbers & Cowards;2016
925;Oct 9. 2022 ;Matthew Sweet;Sick of Myself;Platinum & Gold Collection;1995
926;Oct 9. 2022 ;Elf Power;Transparent Lines;Sunlight on the Moon;2013
927;Oct 9. 2022 ;Astralasia;Realise Your Purpose;Astralogy;2014
928;Oct 6. 2022 ;Parquet Courts;Black and White;Black and White;2014
929;Oct 6. 2022 ;Courtney Barnett;Pedestrian at Best;Pedestrian at Best;2015
930;Oct 6. 2022 ;Vampire Weekend;Sunflower;This Life / Unbearably White;2500
931;Oct 6. 2022 ;Black Lips;Drugs;Drugs;2009
932;Oct 6. 2022 ;Tacocat;You Can't Fire Me. I Quit;Lost Time;2016
933;Oct 6. 2022 ;Tame Impala;Be Above It;Lonerism;2012
934;Oct 6. 2022 ;Television;See No Evil;See No Evil;2017
935;Oct 6. 2022 ;The Exploding Hearts;I'm a Pretender;Guitar Romantic;2003
936;Oct 6. 2022 ;Pixies;Here Comes Your Man;Death To The Pixies;1997
937;Oct 6. 2022 ;Lucy Dacus;Night Shift;Night Shift;2017
938;Oct 6. 2022 ;Ultimate Sound Effects Library;Car Sound Effects;Sound Effects Library for Internet Videos. Vol. 1;2015
939;Oct 6. 2022 ;Yo La Tengo;Autumn Sweater;Autumn Sweater;1997
940;Oct 6. 2022 ;Yo La Tengo;Autumn Sweater;Prisoners of Love - A Smattering of Scintillating Senescent Songs 1985-2003;2005
941;Oct 6. 2022 ;Liz Phair;"6'1""";Exile In Guyville (Explicit) (Explicit Version);2008
942;Oct 6. 2022 ;Pavement;Billie;Billie;1999
943;Oct 6. 2022 ;Radiohead;Airbag;Airbag;1997
944;Oct 6. 2022 ;Foxygen;Freedom II;…And Star Power;2014
945;Oct 6. 2022 ;Silversun Pickups;Growing Old Is Getting Old;Swoon;2009
946;Oct 6. 2022 ;Weezer;Island In The Sun;Maladroit;2002
947;Oct 6. 2022 ;Car Seat Headrest;Oh! Starving;Oh! Starving;2015
948;Oct 6. 2022 ;The Kills;Blue Moon;Little Bastards;2020
949;Oct 6. 2022 ;Ty Segall;Shoot You in the Head;Singles 2007-2010;2011
950;Oct 6. 2022 ;Guided By Voices;Atom Eyes;Atom Eyes;1996
951;Oct 6. 2022 ;Crocodiles;Electric Death Song;Endless Flowers;2012
952;Oct 6. 2022 ;Rilo Kiley;All the Drugs;rkives;2013
953;Oct 6. 2022 ;Built to Spill;The First Song;Ultimate Alternative Wavers;1993
954;Oct 6. 2022 ;Deer Tick;Mr. Cigarette;Mr. Cigarette;2011
955;Oct 6. 2022 ;Sleeper Agent;Get it Daddy;Celabrasion;2012
956;Oct 6. 2022 ;Delta Spirit;Ode To Sunshine;Ode To Sunshine;2019
957;Oct 6. 2022 ;Dinosaur Jr.;What Else Is New [2019 Remaster];Where You Been [Expanded & Remastered Edition];2019
958;Oct 6. 2022 ;Matthew Sweet;Sick of Myself;Platinum & Gold Collection;1995
959;Oct 6. 2022 ;Elf Power;Transparent Lines;Sunlight on the Moon;2013
960;Oct 2. 2022 ;Parquet Courts;Walking at a Downtown Pace;Walking at a Downtown Pace;2021
961;Oct 2. 2022 ;The Kills;Nail In My Coffin;Blood Pressures;2011
962;Oct 2. 2022 ;Black Lips;Smiling;Underneath the Rainbow (Bonus Track Version);2014
963;Oct 2. 2022 ;Big Thief;Shark Smile;Capacity;2017
964;Oct 2. 2022 ;Phitted;Feel It All Around;Free Thinkin';2013
965;Oct 2. 2022 ;illuminati hotties;MMMOOOAAAAAYAYA;MMMOOOAAAAAYAYA;2021
966;Oct 2. 2022 ;Meat Puppets;Up On The Sun;Up On The Sun;2014
967;Oct 2. 2022 ;The Linda Lindas;Oh!;Oh!;2021
968;Oct 2. 2022 ;The National;England;England;2010
969;Oct 2. 2022 ;Car Seat Headrest;No Passion;No Passion;2015
970;Oct 2. 2022 ;Girl in a Coma;Sybil Vane Was Ill;Both Before I'm Gone;2010
971;Oct 2. 2022 ;James and The Ultrasounds;Raise My Kids;Bad To Be Here;2015
972;Oct 2. 2022 ;Leopold and his Fiction;I'm Caving In;It's How I Feel;2020
973;Oct 2. 2022 ;The Libertines;Campaign Of Hate;Campaign Of Hate;2004
974;Oct 2. 2022 ;Neutral Milk Hotel;The King Of Carrot Flowers Pt. One;In The Aeroplane Over The Sea;2005
975;Oct 2. 2022 ;The Shins;Turn A square;Chutes Too Narrow;2003
976;Oct 2. 2022 ;Mitski;Working for the Knife;Working for the Knife;2021
977;Oct 2. 2022 ;Pavement;Serpentine Pad;Serpentine Pad;1995
978;Oct 2. 2022 ;Wand;Reaper Invert;Golem;2015
979;Oct 2. 2022 ;Hop Along;Sister Cities;Painted Shut;2015
980;Oct 2. 2022 ;Delta Spirit;Language Of The Dead;Into The Wide;2014
981;Oct 2. 2022 ;Grizzly Bear;Sleeping Ute;Sleeping Ute;2012
982;Oct 2. 2022 ;Violent Femmes;Look Like That;Why Do Birds Sing?;2011
983;Oct 2. 2022 ;Wet Leg;Wet Dream;Wet Dream;2021
984;Oct 2. 2022 ;Dinosaur Jr.;What Else Is New [2019 Remaster];Where You Been [Expanded & Remastered Edition];2019
985;Oct 2. 2022 ;Foals;Mountain At My Gates;Mountain At My Gates;2015
986;Oct 2. 2022 ;Animal Collective;My Girls;Merriweather Post Pavilion;2009
987;Oct 2. 2022 ;Guided By Voices;Smothered In Hugs;Bee Thousand;2005
988;Oct 2. 2022 ;Weezer;My Name Is Jonas;Blue/Green/Red;2014
989;Oct 2. 2022 ;Hinds;San Diego;San Diego;2015
990;Oct 2. 2022 ;Black Rebel Motorcycle Club;Not What You Wanted;Baby 81;2007
991;Oct 2. 2022 ;Astralasia;Realise Your Purpose;Astralogy;2014
992;Oct 2. 2022 ;The White Stripes;Hotel Yorba;Hotel Yorba;2001
993;Sep 29. 2022;Parquet Courts;Walking at a Downtown Pace;Walking at a Downtown Pace;2021
994;Sep 29. 2022;The Kills;Nail In My Coffin;Blood Pressures;2011
995;Sep 29. 2022;Black Lips;Smiling;Underneath the Rainbow (Bonus Track Version);2014
996;Sep 29. 2022;Big Thief;Shark Smile;Capacity;2017
997;Sep 29. 2022;Phitted;Feel It All Around;Free Thinkin';2013
998;Sep 29. 2022;Ultimate Sound Effects Library;Car Sound Effects;Sound Effects Library for Internet Videos. Vol. 1;2015
999;Sep 29. 2022;illuminati hotties;MMMOOOAAAAAYAYA;MMMOOOAAAAAYAYA;2021
1000;Sep 29. 2022;Meat Puppets;Up On The Sun;Up On The Sun;2014
1001;Sep 29. 2022;The Linda Lindas;Oh!;Oh!;2021
1002;Sep 29. 2022;The National;England;England;2010
1003;Sep 29. 2022;Car Seat Headrest;No Passion;No Passion;2015
1004;Sep 29. 2022;Girl in a Coma;Sybil Vane Was Ill;Both Before I'm Gone;2010
1005;Sep 29. 2022;James and The Ultrasounds;Raise My Kids;Bad To Be Here;2015
1006;Sep 29. 2022;Leopold and his Fiction;I'm Caving In;It's How I Feel;2020
1007;Sep 29. 2022;The Libertines;Campaign Of Hate;Campaign Of Hate;2004
1008;Sep 29. 2022;Neutral Milk Hotel;The King Of Carrot Flowers Pt. One;In The Aeroplane Over The Sea;2005
1009;Sep 29. 2022;The Shins;Turn A Square;Chutes Too Narrow;2003
1010;Sep 29. 2022;Mitski;Working for the Knife;Working for the Knife;2021
