Artist;Title;Album;Year
Black Sabbath;Snowblind;Black Sabbath, Vol.4;1972
Judas Priest;You Don't Have To Be Old To Be Wise;British Steel;1980
Judas Priest;You Don't Have To Be Old To Be Wise;British Steel [The Re-Masters];1980
Deftones;No Ordinary Love;B-Sides & Rarities;2005
Arch Enemy;Seed Of Hate;Burning Bridges;2001
Megadeth;Trust;Capitol Punishment: The Megadeth Years;2000
Alestorm;Terror On The High Seas;Captain Morgan's Revenge;2008
Pantera;Domination;Cowboys From Hell;1990
Cycle Sluts from Hell;Soultaker;Cycle Sluts from Hell;1991
Judas Priest;Eat Me Alive;Defenders Of The Faith;1984
Judas Priest;Eat Me Alive;Defenders Of The Faith [Remastered];1984
Moi dix Mois;Solitude;Dix infernal;2003
Mercyful Fate;Gypsy;Don't Break The Oath;1984
Bulldoze;Our Way;The Final Beatdown;1998
Yngwie Malmsteen;No Mercy;Fire And Ice;1992
Testament;The Persecuted Won't Forget;The Formation Of Damnation;2008
Arnocorps;Collateral Damage;The Greatest Band of All Time;2005
Judas Priest;Burnin' Up;Hell Bent For Leather;1978
Judas Priest;Burnin' Up;Hell Bent For Leather [The Remasters];1978
Wolfbrigade;In Darkness You Feel No Regrets;In Darkness You Feel No Regrets;2003
Grip Inc.;Skin Trade;Incorporated;2004
Stratovarius;Kill The King;Intermission;2001
Iron Maiden;Transylvania;Iron Maiden;1980
Finntroll;Bakom Varje Fura;Jaktens Tid;2001
Helloween;We Got The Right;Keeper Of The Seven Keys Part 2;2006
Metallica;Whiplash;Kill 'em All;1983
Iron Maiden;Innocent Exile;Killers;1981
Crumbsuckers;Return To The Womb;Life of Dreams;1999
Wolfpack;A Basic Urge to Kill;Lycanthro Punk;1998
Merauder;Dead End Path;Master Killer;1996
Black Sabbath;Lord Of This World;Master of Reality;1971
Dragonforce;The Sun Is Dead;Maximum Overload;2014
Mercyful Fate;Satan's Fall;Melissa;1983
Judas Priest;Devil's Child;Metal Works 1973-1993 [Disc1] [1 of 2] [Remast;-1
Judas Priest;Devil's Child;Metal Works '73 -'93;1993
Judas Priest;Desert Plains;Metal Works 73-93 (Disc 2);1993
Black Sabbath;Air Dance;Never Say Die;1978
Iron Maiden;The Assassin;No Prayer For The Dying;1990
Moi Dix Mois;Mephisto Waltz;Nocturnal Opera;2003
Type O Negative;Red Water (Christmas Mourning);October Rust;1996
Hellshock;Who's Scared Now;Only The Dead Know The End Of War LP;2003
Ozzy Osbourne;Over The Mountain;The Ozzman Cometh;1997
Judas Priest;Night Crawler;Painkiller;1990
Judas Priest;Night Crawler;Painkiller [The Re-Masters];1990
Deathspell Omega;Epiklesis II;Paracletus;2011
Black Sabbath;Hand Of Doom;Paranoid;1970
Judas Priest;Solar Angels;Point Of Entry;1981
Grip Inc.;Innate Affliction;Power of Inner Strength;1995
Amebix;Fallen from grave (live);The Power Remains;1999
Iron Maiden;Back In The Village;Powerslave;1984
Ludichrist;T.B.O.S. (Barbiere Di Saviglia);Powertrip;2000
Judas Priest;Blood Red Skies;Ram It Down;1988
Metallica;Escape;Ride the Lightning;1984
Judas Priest;Cheater;Rocka Rolla;1974
Judas Priest;Cheater;Rocka Rolla (Digipak Re-release);1974
Black Sabbath;Who Are You?;Sabbath Bloody Sabbath;1973
Black Sabbath;Supertzar;Sabotage;1975
Judas Priest;Tyrant;Sad Wings of Destiny;1976
Judas Priest;Tyrant;Sad Wings of Destiny (Digipak re-release);1976
Judas Priest;Pain and Pleasure;Screaming for Vengeance;1982
Iron Maiden;The Prophecy;Seventh Son Of A Seventh Son;1988
Jesus Lizard;Nub;Show;1993
Judas Priest;Raw Deal;Sin After Sin;1977
Judas Priest;Raw Deal;Sin After Sin [The Re-Masters];1977
Judas Priest;Saints In Hell;Stained Class;1978
Judas Priest;Saints In Hell;Stained Class (remastered);1978
Black Sabbath;Rock 'n' Roll Doctor;Technical Ecstasy;1976
All Shall Perish;Spineless;This Is Where It Ends;2011
Stratovarius;The Hills Have Eyes;Twilight Time;1999
Judas Priest;Diamonds And Rust;Unleashed In The East;1979
Pantera;Rise;Vulgar Display Of Power;1992
Arch Enemy;Dead Bury Their Dead;Wages of Sin;2002
Pantera;Heresy (live);Walk (EP);1993
Manowar;An American Trilogy;Warriors of the World;2002
Faith No More;Midlife Crisis;Who Cares A Lot? The Greatest Hits [Disc 1];1998
Faith No More;Highway Star;Who Cares A Lot? The Greatest Hits [Disc 2];1998
Corrosion Of Conformity;Intervention;Animosity;2006
David Shankle Group;The Tolling Of The Bell;Ashes to Ashes;2005
Iron Maiden;Bring Your Daughter... To The Slaughter;Best Of The Beast;1996
Iron Maiden;The Number Of The Beast;Best Of The Beast;1996
S.O.D.;Black War;Bigger Than The Devil;2000
Black Sabbath;War Pigs/Luke's Wall;Black Box: The Complete Original Black Sabbath (1970-1978);1971
Black Sabbath;Cornucopia;Black Sabbath, Vol.4;1972
Judas Priest;Living After Midnight;British Steel;1980
Judas Priest;Living After Midnight;British Steel [The Re-Masters];1980
Arch Enemy;Angelclaw;Burning Bridges;2001
Megadeth;A Tout Le Monde;Capitol Punishment: The Megadeth Years;2000
Alestorm;Set Sail And Conquer;Captain Morgan's Revenge;2008
Pantera;Shattered;Cowboys From Hell;1990
Cycle Sluts from Hell;E.R.K.S.;Cycle Sluts from Hell;1991
Judas Priest;Some Heads Are Gonna Roll;Defenders Of The Faith;1984
Judas Priest;Some Heads Are Gonna Roll;Defenders Of The Faith [Remastered];1984
Moi dix Mois;Pessimiste;Dix infernal;2003
Mercyful Fate;Welcome Princess Of Hell;Don't Break The Oath;1984
Bulldoze;Herb;The Final Beatdown;1998
Yngwie Malmsteen;C'est La Vie;Fire And Ice;1992
Testament;Henchmen Ride;The Formation Of Damnation;2008
Behind Enemy Lines;Self-Inflicted Extinction;The Global Cannibal;2003
Arnocorps;End Of Days;The Greatest Band of All Time;2005
Judas Priest;The Green Manalishi (With The Two-Pronged Crown);Hell Bent For Leather;1978
Judas Priest;The Green Manalishi (With The Two-Pronged Crown);Hell Bent For Leather [The Remasters];1978
Wolfbrigade;Gunhead Batallion;In Darkness You Feel No Regrets;2003
Grip Inc.;(Built To) Resist;Incorporated;2004
Stratovarius;I Surrender (Live);Intermission;2001
Iron Maiden;Strange World;Iron Maiden;1980
Finntroll;Kitteldags;Jaktens Tid;2001
Helloween;March Of Time;Keeper Of The Seven Keys Part 2;2006
Metallica;Phantom Lord;Kill 'em All;1983
Iron Maiden;Killers;Killers;1981
Crumbsuckers;The Longest War;Life of Dreams;1999
Wolfpack;Counter Pain;Lycanthro Punk;1998
Merauder;Take By Force;Master Killer;1996
Black Sabbath;Solitude;Master of Reality;1971
Dragonforce;Defenders;Maximum Overload;2014
Mercyful Fate;Melissa;Melissa;1983
Judas Priest;Dissident Aggressor;Metal Works 1973-1993 [Disc1] [1 of 2] [Remast;-1
Judas Priest;Dissident Aggressor;Metal Works '73 -'93;1993
Judas Priest;Wild Nights, Hot & Crazy Days;Metal Works 73-93 (Disc 2);1993
Black Sabbath;Over To You;Never Say Die;1978
Iron Maiden;Run Silent Deep;No Prayer for the Dying;1990
Iron Maiden;Run Silent Run Deep;No Prayer For The Dying;1990
Moi Dix Mois;MAD INGRAIN;Nocturnal Opera;2003
Type O Negative;My Girlfriendâ€™s Girlfriend;October Rust;1996
Type O Negative;My Girlfriend's Girlfriend;October Rust;1996
Hellshock;Olympus;Only The Dead Know The End Of War LP;2003
Ozzy Osbourne;Paranoid [Live];The Ozzman Cometh;1997
Judas Priest;Between The Hammer & The Anvil;Painkiller;1990
Judas Priest;Between The Hammer & The Anvil;Painkiller [The Re-Masters];1990
Deathspell Omega;Malconfort;Paracletus;2011
Black Sabbath;Rat Salad;Paranoid;1970
Judas Priest;You Say Yes;Point Of Entry;1981
Grip Inc.;Colors of Death;Power of Inner Strength;1995
Amebix;Arise (live);The Power Remains;1999
Iron Maiden;Powerslave;Powerslave;1984
Ludichrist;This Party Sucks;Powertrip;2000
Judas Priest;I'm A Rocker;Ram It Down;1988
Pantera;Shallow Days;Reinventing the Steel [Clean];2000
Metallica;Creeping Death;Ride the Lightning;1984
Judas Priest;Never Satisfied;Rocka Rolla;1974
Judas Priest;Never Satisfied;Rocka Rolla (Digipak Re-release);1974
Black Sabbath;Looking For Today;Sabbath Bloody Sabbath;1973
Black Sabbath;Am I Going Insane (Radio);Sabotage;1975
Judas Priest;Genocide;Sad Wings of Destiny;1976
Judas Priest;Genocide;Sad Wings of Destiny (Digipak re-release);1976
Judas Priest;Screaming for Vengeance;Screaming for Vengeance;1982
Iron Maiden;The Clairvoyant;Seventh Son Of A Seventh Son;1988
Jesus Lizard;Elegy;Show;1993
Judas Priest;Here Come The Tears;Sin After Sin;1977
Judas Priest;Here Come The Tears;Sin After Sin [The Re-Masters];1977
Judas Priest;Savage;Stained Class;1978
Judas Priest;Savage;Stained Class (remastered);1978
Black Sabbath;She's Gone;Technical Ecstasy;1976
All Shall Perish;The Past Will Haunt Us Both;This Is Where It Ends;2011
Stratovarius;Out Of The Shadows;Twilight Time;1999
Judas Priest;Victim Of Changes;Unleashed In The East;1979
Pantera;No Good (Attack The Radical);Vulgar Display Of Power;1992
Arch Enemy;Web Of Lies;Wages of Sin;2002
Manowar;The March;Warriors of the World;2002
Faith No More;A Small Victory;Who Cares A Lot? The Greatest Hits [Disc 1];1998
Faith No More;Theme From Midnight Cowboy;Who Cares A Lot? The Greatest Hits [Disc 2];1998
Corrosion Of Conformity;Kiss Of Death;Animosity;2006
Otep;Breed (Nirvana cover);Ascension;2007
David Shankle Group;Secrets;Ashes to Ashes;2005
White Zombie;More Human Than Human;Astro-Creep: 2000;1995
Iron Maiden;Run To The Hills;Best Of The Beast;1996
S.O.D.;Celtic Frosted Flakes;Bigger Than The Devil;2000
Black Sabbath;Paranoid;Black Box: The Complete Original Black Sabbath (1970-1978);1971
Black Sabbath;Laguna Sunrise;Black Sabbath, Vol.4;1972
Judas Priest;The Rage;British Steel;1980
Judas Priest;The Rage;British Steel [The Re-Masters];1980
Arch Enemy;Burning Bridges;Burning Bridges;2001
Megadeth;Train Of Consequences;Capitol Punishment: The Megadeth Years;2000
Alestorm;Of Treasure;Captain Morgan's Revenge;2008
Pantera;Clash With Reality;Cowboys From Hell;1990
Cycle Sluts from Hell;Speed Queen;Cycle Sluts from Hell;1991
Judas Priest;Night Comes Down;Defenders Of The Faith;1984
Judas Priest;Night Comes Down;Defenders Of The Faith [Remastered];1984
Madball;Nuestra Familia;Demonstrating My Style;1996
Moi dix Mois;Gloire dans le silence;Dix infernal;2003
Mercyful Fate;To One Far Away;Don't Break The Oath;1984
Bulldoze;Respect Through Fear;The Final Beatdown;1998
Yngwie Malmsteen;Leviathan;Fire And Ice;1992
Testament;Killing Season;The Formation Of Damnation;2008
Arnocorps;Sixth Day;The Greatest Band of All Time;2005
Judas Priest;Killing Machine;Hell Bent For Leather;1978
Judas Priest;Killing Machine;Hell Bent For Leather [The Remasters];1978
Wolfbrigade;How Will You Find Your Peace;In Darkness You Feel No Regrets;2003
Grip Inc.;The Gift;Incorporated;2004
Stratovarius;Keep The Flame;Intermission;2001
Iron Maiden;Charlotte the Harlot;Iron Maiden;1980
Finntroll;KrigsmjÃ¶d;Jaktens Tid;2001
Helloween;I Want Out;Keeper Of The Seven Keys Part 2;2006
Metallica;No Remorse;Kill 'em All;1983
Iron Maiden;Prodigal Son;Killers;1981
Crumbsuckers;Shot Down;Life of Dreams;1999
Wolfpack;Roll the Dice;Lycanthro Punk;1998
Merauder;Fear Of Sin;Master Killer;1996
Black Sabbath;Into The Void;Master of Reality;1971
Dragonforce;Extraction Zone;Maximum Overload;2014
Judas Priest;Delivering The Goods;Metal Works 1973-1993 [Disc1] [1 of 2] [Remast;-1
Judas Priest;Delivering The Goods;Metal Works '73 -'93;1993
Judas Priest;Heading Out To The Highway;Metal Works 73-93 (Disc 2);1993
Black Sabbath;Breakout;Never Say Die;1978
Iron Maiden;Hooks In You;No Prayer For The Dying;1990
Moi Dix Mois;the Prophet;Nocturnal Opera;2003
Iron Maiden;Hallowed Be Thy Name;The Number Of the Beast;1998
Iron Maiden;Iron Maiden;The Number Of the Beast;1992
Type O Negative;Die With Me;October Rust;1996
Hellshock;World Darkness;Only The Dead Know The End Of War LP;2003
Ozzy Osbourne;Bark At The Moon;The Ozzman Cometh;1997
Judas Priest;A Touch Of Evil;Painkiller;1990
Judas Priest;A Touch Of Evil;Painkiller [The Re-Masters];1990
Deathspell Omega;Have You Beheld the Fevers;Paracletus;2011
Black Sabbath;Jack The Stripper/Fairies Wear Boots;Paranoid;1970
Judas Priest;All The Way;Point Of Entry;1981
Grip Inc.;Ostracized;Power of Inner Strength;1995
Amebix;Drink and be merry (live);The Power Remains;1999
Iron Maiden;Rime Of The Ancient Mariner;Powerslave;1984
Ludichrist;Johnnypump;Powertrip;2000
Judas Priest;Johnny B. Goode*;Ram It Down;1988
Metallica;The Call Of Ktulu;Ride the Lightning;1984
Judas Priest;Run Of The Mill;Rocka Rolla;1974
Judas Priest;Run Of The Mill;Rocka Rolla (Digipak Re-release);1974
Black Sabbath;Spiral Architect;Sabbath Bloody Sabbath;1973
Black Sabbath;The Writ;Sabotage;1975
Judas Priest;Epitaph;Sad Wings of Destiny;1976
Judas Priest;Epitaph;Sad Wings of Destiny (Digipak re-release);1976
Judas Priest;You've Got Another Thing Comin';Screaming for Vengeance;1982
Iron Maiden;Only The Good Die Young;Seventh Son Of A Seventh Son;1988
Jesus Lizard;Killer McHann;Show;1993
Judas Priest;Dissident Aggressor;Sin After Sin;1977
Judas Priest;Dissident Aggressor;Sin After Sin [The Re-Masters];1977
Judas Priest;Beyond The Realms Of Death;Stained Class;1978
Judas Priest;Beyond The Realms Of Death;Stained Class (remastered);1978
Black Sabbath;Dirty Woman;Technical Ecstasy;1976
All Shall Perish;Royalty Into Exile;This Is Where It Ends;2011
Stratovarius;Lead Us Into The Light;Twilight Time;1999
Judas Priest;Genocide;Unleashed In The East;1979
Pantera;Live In A Hole;Vulgar Display Of Power;1992
Arch Enemy;The First Deadly Sin;Wages of Sin;2002
Manowar;Warriors Of The World United;Warriors of the World;2002
Faith No More;Easy;Who Cares A Lot? The Greatest Hits [Disc 1];1998
Faith No More;This Guy's In Love With You;Who Cares A Lot? The Greatest Hits [Disc 2];1998
Corrosion Of Conformity;Hungry Child;Animosity;2006
David Shankle Group;Madness;Ashes to Ashes;2005
Iron Maiden;The Clairvoyant;Best Of The Beast;1996
Iron Maiden;Hallowed Be Thy Name;Best Of The Beast;1996
S.O.D.;Charlie Don't Cheat;Bigger Than The Devil;2000
Black Sabbath;St. Vitus' Dance;Black Sabbath, Vol.4;1972
Judas Priest;Steeler;British Steel;1980
Judas Priest;Steeler;British Steel [The Re-Masters];1980
Arch Enemy;Diva Satanica [Bonus Track];Burning Bridges;2001
Megadeth;Sweating Bullets;Capitol Punishment: The Megadeth Years;2000
Alestorm;Wenches & Mead;Captain Morgan's Revenge;2008
Pantera;Medicine Man;Cowboys From Hell;1990
Cycle Sluts from Hell;Taste the Flesh;Cycle Sluts from Hell;1991
Judas Priest;Heavy Duty;Defenders Of The Faith;1984
Judas Priest;Heavy Duty;Defenders Of The Faith [Remastered];1984
Moi dix Mois;L'intelieur Dix;Dix infernal;2003
Mercyful Fate;Come To The Sabbath;Don't Break The Oath;1984
Bulldoze;Remember Whos Strong;The Final Beatdown;1998
Yngwie Malmsteen;Fire And Ice;Fire And Ice;1992
Testament;Afterlife;The Formation Of Damnation;2008
Arnocorps;Running Man;The Greatest Band of All Time;2005
Judas Priest;Running Wild;Hell Bent For Leather;1978
Judas Priest;Running Wild;Hell Bent For Leather [The Remasters];1978
Wolfbrigade;Exhortation;In Darkness You Feel No Regrets;2003
Grip Inc.;Privilege;Incorporated;2004
Stratovarius;Why Are We Here?;Intermission;2001
Iron Maiden;Iron Maiden;Iron Maiden;1980
Finntroll;Vargtimmen;Jaktens Tid;2001
Helloween;Keeper Of The Seven Keys;Keeper Of The Seven Keys Part 2;2006
Labyrinth;Future World;The Keepers of Jericho;2000
Metallica;Seek & Destroy;Kill 'em All;1983
Iron Maiden;Purgatory;Killers;1981
Crumbsuckers;Prelude;Life of Dreams;1999
Wolfpack;Zonetripper;Lycanthro Punk;1998
Merauder;Besiege The Masses;Master Killer;1996
Dragonforce;City Of Gold;Maximum Overload;2014
Judas Priest;Exciter;Metal Works 1973-1993 [Disc1] [1 of 2] [Remast;-1
Judas Priest;Exciter;Metal Works '73 -'93;1993
Judas Priest;Living After Midnight;Metal Works 73-93 (Disc 2);1993
Black Sabbath;Swinging The Chain;Never Say Die;1978
Iron Maiden;Bring Your Daughter... To The Slaughter;No Prayer For The Dying;1990
Iron Maiden;Bring Your Daughter...To the Slaughter;No Prayer for the Dying;2002
Moi Dix Mois;Perish;Nocturnal Opera;2003
Iron Maiden;Run To The Hills;The Number Of the Beast;1998
Type O Negative;Burnt Flowers Fallen;October Rust;1996
Hellshock;The Masquerade;Only The Dead Know The End Of War LP;2003
Ozzy Osbourne;Shot In The Dark;The Ozzman Cometh;1997
Judas Priest;Battle Hymn [Instr.];Painkiller;1990
Judas Priest;Battle Hymn [Instr.];Painkiller [The Re-Masters];1990
Deathspell Omega;Devouring Famine;Paracletus;2011
Judas Priest;Troubleshooter;Point Of Entry;1981
Grip Inc.;Cleanse the Seed;Power of Inner Strength;1995
Ludichrist;Yesterday For You;Powertrip;2000
Judas Priest;Love You To Death;Ram It Down;1988
Judas Priest;Dying To Meet You;Rocka Rolla;1974
Judas Priest;Dying To Meet You;Rocka Rolla (Digipak Re-release);1974
Judas Priest;Island of Domination;Sad Wings of Destiny;1976
Judas Priest;Island of Domination;Sad Wings of Destiny (Digipak re-release);1976
Judas Priest;Fever;Screaming for Vengeance;1982
Jesus Lizard;Dancing Naked Ladies;Show;1993
Judas Priest;Race With The Devil [Bonus];Sin After Sin;1977
Judas Priest;Race With The Devil [Bonus];Sin After Sin [The Re-Masters];1977
Judas Priest;Heroes End;Stained Class;1978
Judas Priest;Heroes End;Stained Class (remastered);1978
All Shall Perish;My Retaliation;This Is Where It Ends;2011
Judas Priest;Tyrant;Unleashed In The East;1979
Pantera;Regular People (Conceit);Vulgar Display Of Power;1992
Arch Enemy;Behind The Smile;Wages of Sin;2002
Manowar;Hand Of Doom;Warriors of the World;2002
Faith No More;Digging The Grave;Who Cares A Lot? The Greatest Hits [Disc 1];1998
Zakk Wylde's Black Label Society;Born To Booze;Alcohol Fueled Brewtality - Live !!;2001
Black Label Society;Born to Booze;Alcohol Fueled Brewtality Live + 5;2001
Corrosion Of Conformity;Animosity;Animosity;2006
David Shankle Group;Back To Heaven;Ashes to Ashes;2003
Iron Maiden;Can I Play With Madness;Best Of The Beast;1996
S.O.D.;The Song That Don't Go Fast;Bigger Than The Devil;2000
Black Sabbath;Iron Man;Black Box: The Complete Original Black Sabbath (1970-1978);1971
Black Sabbath;Under The Sun/Everyday Comes & Goes;Black Sabbath, Vol.4;1972
Judas Priest;Red, White & Blue [Bonus];British Steel;1980
Judas Priest;Red, White & Blue [Bonus];British Steel [The Re-Masters];1980
Arch Enemy;Hydra [Instrumental Bonus Trac;Burning Bridges;2001
Megadeth;Symphony Of Destruction;Capitol Punishment: The Megadeth Years;2000
Alestorm;Flower Of Scotland;Captain Morgan's Revenge;2008
Pantera;Message In Blood;Cowboys From Hell;1990
Cycle Sluts from Hell;Badass Mama;Cycle Sluts from Hell;1991
Judas Priest;Defenders Of The Faith;Defenders Of The Faith;1984
Judas Priest;Defenders Of The Faith;Defenders Of The Faith [Remastered];1984
Moi dix Mois;Detresse;Dix infernal;2003
Bulldoze;Hypocryte;The Final Beatdown;1998
Yngwie Malmsteen;Forever Is A Long Time;Fire And Ice;1992
Testament;F.E.A.R.;The Formation Of Damnation;2008
Arnocorps;Raw Deal;The Greatest Band of All Time;2005
Judas Priest;Before The Dawn;Hell Bent For Leather;1978
Judas Priest;Before The Dawn;Hell Bent For Leather [The Remasters];1978
Wolfbrigade;Avgrundens Kant;In Darkness You Feel No Regrets;2003
Stratovarius;What Can I Say;Intermission;2001
Finntroll;Kyrkovisan;Jaktens Tid;2001
Helloween;Save Us;Keeper Of The Seven Keys Part 2;2006
Metallica;Metal Militia;Kill 'em All;1983
Iron Maiden;Drifter;Killers;1981
Crumbsuckers;Life Of Dreams;Life of Dreams;1999
Ryker's;Cataclystic;Life's a Gamble So Is Death;1999
Iron Maiden;Hallowed Be Thy Name;Live After Death;1990
Wolfpack;Shellshock;Lycanthro Punk;1998
Merauder;Crossfire;Master Killer;1996
Dragonforce;Ring Of Fire;Maximum Overload;2014
Judas Priest;Breaking The Law;Metal Works 1973-1993 [Disc1] [1 of 2] [Remast;-1
Judas Priest;Breaking The Law;Metal Works '73 -'93;1993
Judas Priest;A Touch Of Evil;Metal Works 73-93 (Disc 2);1993
Iron Maiden;Mother Russia;No Prayer For The Dying;1990
Moi Dix Mois;Shadows Temple-x;Nocturnal Opera;2003
Iron Maiden;The Number Of The Beast;The Number Of the Beast;1998
Type O Negative;In Praise of Bacchus;October Rust;1996
Hellshock;Beauty;Only The Dead Know The End Of War LP;2003
Ozzy Osbourne;Crazy Babies;The Ozzman Cometh;1997
Judas Priest;One Shot At Glory;Painkiller;1990
Judas Priest;One Shot At Glory;Painkiller [The Re-Masters];1990
Deathspell Omega;Apokatastasis Panton;Paracletus;2011
Judas Priest;On The Run;Point Of Entry;1981
Ludichrist;And So It Goes;Powertrip;2000
Judas Priest;Monsters Of Rock;Ram It Down;1988
Judas Priest;Caviar And Meths;Rocka Rolla;1974
Judas Priest;Caviar And Meths;Rocka Rolla (Digipak Re-release);1974
Judas Priest;Devil's Child;Screaming for Vengeance;1982
Jesus Lizard;Fly On The Wall;Show;1993
Judas Priest;Jawbreaker [Live / Bonus];Sin After Sin;1977
Judas Priest;Jawbreaker [Live / Bonus];Sin After Sin [The Re-Masters];1977
Judas Priest;Fire Burns Below;Stained Class;1978
Judas Priest;Fire Burns Below;Stained Class (remastered);1978
All Shall Perish;Rebirth;This Is Where It Ends;2011
Judas Priest;Rock Forever [Bonus];Unleashed In The East;1979
Pantera;By Demons Be Driven;Vulgar Display Of Power;1992
Arch Enemy;Snow Bound;Wages of Sin;2002
Manowar;House Of Death;Warriors of the World;2002
Faith No More;The Gentle Art Of Making Enemies;Who Cares A Lot? The Greatest Hits [Disc 1];1998
Ryker's;Shadowplay;A Lesson In Loyalty;2000
David Shankle Group;Masquerade;Ashes to Ashes;2005
Iron Maiden;The Evil That Men Do;Best Of The Beast;1996
S.O.D.;Shenanigans;Bigger Than The Devil;2000
Body Count;The Winner Loses;Body Count;1992
Judas Priest;Grinder [Bonus / Live];British Steel;1980
Judas Priest;Grinder [Bonus / Live];British Steel [The Re-Masters];1980
Megadeth;Hangar 18;Capitol Punishment: The Megadeth Years;2000
Pantera;The Sleep;Cowboys From Hell;1990
Cycle Sluts from Hell;Bloodlust;Cycle Sluts from Hell;1991
Judas Priest;Turn On Your Light;Defenders Of The Faith;1984
Judas Priest;Turn On Your Light;Defenders Of The Faith [Remastered];1984
Moi dix Mois;Priere;Dix infernal;2003
Bulldoze;Live;The Final Beatdown;1998
Yngwie Malmsteen;I'm My Own Enemy;Fire And Ice;1992
Testament;Leave Me Forever;The Formation Of Damnation;2008
Arnocorps;Eraser;The Greatest Band of All Time;2005
Judas Priest;Evil Fantasies;Hell Bent For Leather;1978
Judas Priest;Evil Fantasies;Hell Bent For Leather [The Remasters];1978
Wolfbrigade;Say Goodbye;In Darkness You Feel No Regrets;2003
Grip Inc.;Man With No Insides;Incorporated;2004
Stratovarius;Dream With Me;Intermission;2001
Finntroll;Den HornkrÃ¶nte Konungen (Rivfaders Tron);Jaktens Tid;2001
Crumbsuckers;Brainwashed;Life of Dreams;1999
Iron Maiden;Iron Maiden;Live After Death;1990
Wolfpack;Wish;Lycanthro Punk;1998
Dragonforce;Power And Glory (bonus track);Maximum Overload;2014
Judas Priest;Hell Bent For Leather;Metal Works 1973-1993 [Disc1] [1 of 2] [Remast;-1
Judas Priest;Hell Bent For Leather;Metal Works '73 -'93;1993
Judas Priest;The Rage;Metal Works 73-93 (Disc 2);1993
Moi Dix Mois;silent omen;Nocturnal Opera;2003
Type O Negative;Cinnamon Girl;October Rust;1996
Hellshock;Passage;Only The Dead Know The End Of War LP;2003
Judas Priest;Living Bad Dreams [Bonus];Painkiller;1990
Judas Priest;Living Bad Dreams [Bonus];Painkiller [The Re-Masters];1990
Judas Priest;Thunder Road [Bonus];Point Of Entry;1981
Grip Inc.;Longest Hate;Power of Inner Strength;2004
Ludichrist;The Well Dressed Man Disguise;Powertrip;2000
Judas Priest;Night Comes Down [Live / Bonus];Ram It Down;1988
Pantera;Dream Seasons;Reinventing the Steel [Clean];2000
Judas Priest;Diamonds And Rust (bonus track);Rocka Rolla;1974
Judas Priest;Diamonds And Rust (bonus track);Rocka Rolla (Digipak Re-release);1974
Judas Priest;Prisoner of Your Eyes [*];Screaming for Vengeance;1982
Jesus Lizard;Boilermaker;Show;1993
The Cult;Medicine Train;Sonic Temple;1989
Judas Priest;Better By You, Better Than Me (Live);Stained Class;1978
Judas Priest;Better By You, Better Than Me (Live);Stained Class (remastered);1978
All Shall Perish;The Death Plague;This Is Where It Ends;2011
Judas Priest;Delivering The Goods [Bonus];Unleashed In The East;1979
Pantera;Hollow;Vulgar Display Of Power;1992
Arch Enemy;Shadows And Dust;Wages of Sin;2002
Manowar;Fight Until We Die;Warriors of the World;2002
Faith No More;Evidence;Who Cares A Lot? The Greatest Hits [Disc 1];1998
David Shankle Group;The Magic Of The Chords;Ashes to Ashes;2005
S.O.D.;Dog On The Tracks;Bigger Than The Devil;2000
Body Count;There Goes The Neighborhood;Body Count;1992
Megadeth;Holy Wars...The Punishment Due;Capitol Punishment: The Megadeth Years;2000
Pantera;The Art Of Shredding;Cowboys From Hell;1990
Judas Priest;Heavy Duty / Defenders Of The Faith (Live);Defenders Of The Faith;1984
Judas Priest;Heavy Duty / Defenders Of The Faith (Live);Defenders Of The Faith [Remastered];1984
Moi dix Mois;Dialogue Symphonne-x;Dix infernal;2003
Moi dix Mois;Linterier Dix;Dix infernal;2003
Bulldoze;Live;The Final Beatdown;1998
Yngwie Malmsteen;All I Want Is Everything;Fire And Ice;1992
Arnocorps;Crom (Strong on His Mountain);The Greatest Band of All Time;2005
Judas Priest;Fight For You Life (Bonus Track);Hell Bent For Leather;1978
Judas Priest;Fight For You Life (Bonus Track);Hell Bent For Leather [The Remasters];1978
Stratovarius;When The Night Meets The Day;Intermission;2001
Finntroll;Aldhissla;Jaktens Tid;2001
Helloween;Dont Run For Cover (B Side);Keeper Of The Seven Keys Part 2;2006
Crumbsuckers;Face Of Death;Life of Dreams;1999
Wolfpack;Lycanthro Punk;Lycanthro Punk;1998
Dragonforce;You're Not Alone (bonus track);Maximum Overload;2014
Judas Priest;Blood Red Skies;Metal Works 1973-1993 [Disc1] [1 of 2] [Remast;-1
Judas Priest;Blood Red Skies;Metal Works '73 -'93;1993
Judas Priest;Night Comes Down;Metal Works 73-93 (Disc 2);1993
Type O Negative;The Glorious Liberation of the Peopleâ€™s Technocratic Republic of Vinnland by the Combined Forces of the United Territories of Europa;October Rust;1996
Judas Priest;Leather Rebel [Live / Bonus];Painkiller;1990
Judas Priest;Leather Rebel [Live / Bonus];Painkiller [The Re-Masters];1990
Judas Priest;Desert Plains [Live / Bonus];Point Of Entry;1981
Ludichrist;Iwo jima (taht manly smell);Powertrip;2000
Judas Priest;Bloodstone [Live / Bonus];Ram It Down;1988
Judas Priest;Devil's Child [Live][*];Screaming for Vengeance;1982
Jesus Lizard;Puss;Show;1993
All Shall Perish;In This Life Of Pain;This Is Where It Ends;2011
