;show_date;Artist;Title;Album;Year
1038;Jan 30. 2022;Destruction;Tormentor;Sentence Of Death / Infernal Overkill;2007
1039;Jan 30. 2022;Reveal;Inshallah;Doppelherz;2021
1040;Jan 30. 2022;Fides Inversa;Syzygy;Historia Nocturna;2020
1041;Jan 30. 2022;Immortal;One By One;One By One;2007
1042;Jan 30. 2022;Immortal;Sons Of Northern Darkness;Sons Of Northern Darkness;2002
1043;Jan 30. 2022;Immortal;Tyrants;Tyrants;2002
1044;Jan 30. 2022;Motörhead;Rock 'n' Roll;Rock 'n' Roll (Deluxe Edition);1987
1045;Jan 30. 2022;Bob Marley & The Wailers;Misty Morning;Kaya - Deluxe Edition;2013
1046;Jan 23. 2022;Neil Merryweather;Escape;Space Rangers;2015
1047;Jan 23. 2022;Hawkwind;Lost Johnny (1996 Remaster);Lost Johnny (1996 Remaster);2006
1048;Jan 23. 2022;Colosseum;The Kettle;The Kettle;2000
1049;Jan 23. 2022;Gravy Train;Home Again;(A Ballad Of) A Peaceful Man;2014
1050;Jan 23. 2022;Gravy Train;Won't Talk About It;Ballad Of A Peaceful Man;2008
1051;Jan 23. 2022;Kiss;Take Me;Rock And Roll Over;1997
1052;Jan 23. 2022;Thin Lizzy;Don't Believe A Word;Wild One - The Very Best Of Thin Lizzy;1996
1053;Jan 23. 2022;ZZ Top;Francine;Rio Grande Mud;2011
1054;Jan 23. 2022;Mistreater;Baby Blue;Hell's Fire;2021
1055;Jan 23. 2022;Pink Fairies;Teenage Rebel;Neverneverland;1971
1056;Jan 23. 2022;Rose Tattoo;Remedy;Remedy;2015
1057;Jan 23. 2022;Sonic's Rendezvous Band;City Slang;Sonic's Rendezvous Band;2010
1058;Jan 23. 2022;Accept;Metal Heart (Live);Staying A Life;1990
1059;Jan 23. 2022;Accept;Breaker (Live);Staying A Life;1990
1060;Jan 23. 2022;Accept;Restless And Wild (Live);Staying A Life;1990
1061;Jan 23. 2022;Accept;Fast As A Shark (Live);Staying A Life;1990
1062;Jan 23. 2022;Thulsa Doom;The Gates of Niniveh (Woe to You... City of Blood);Realms of Hatred;2018
1063;Jan 23. 2022;Kreator;Bonebreaker;Endless Pain (Bonus Track Edition);2000
1064;Jan 23. 2022;Enslaved;Hordalendingen;Eld;2007
1065;Jan 23. 2022;Oranssi Pazuzu;Uraanisula;Valonielu;2013
1066;Jan 23. 2022;Blood Incantation;Subterranean Aeon;Interdimensional Extinction - EP;2016
1067;Jan 16. 2022;Budgie;Crash Course in Brain Surgery;In for the Kill!;1974
1068;Jan 16. 2022;Budgie;Stranded [2013 Remaster];Squawk [2013 remaster];2018
1069;Jan 16. 2022;Budgie;All Night Petrol [2013 Remaster];Budgie [2013 remaster];2018
1070;Jan 16. 2022;Budgie;Drugstore Woman [2013 Remaster];Squawk [2013 remaster];2018
1071;Jan 16. 2022;Budgie;Homicidal Suicidal [2013 Remaster];Budgie [2013 remaster];2018
1072;Jan 16. 2022;Budgie;Melt The Ice Away;The Live Tracks;2019
1073;Jan 16. 2022;Budgie;Breaking All The House Rules;The Live Tracks;2019
1074;Jan 16. 2022;Budgie;Breadfan;The Live Tracks;2019
1075;Jan 16. 2022;Vomitor;Roar of War;Pestilent Death;2018
1076;Jan 16. 2022;Merciless;Realm of the dark;The awakening;2008
1077;Jan 16. 2022;Vastum;Incel;Patricidal Lust;2013
1078;Jan 16. 2022;Black Curse;Crowned in (Floral) Vice;Endless Wound;2020
1079;Jan 16. 2022;Slaegt;Fealty. Thunder Whip;Goddess;2022
1080;Jan 16. 2022;Nocturnus;Lake of Fire;The Key;1990
1081;Jan 16. 2022;Midnight;Hells Fire;Shox of Violence;2017
1082;Jan 16. 2022;Mortuary Drape;Birth's End;Tolling 13 Knell;2013
1083;Jan 16. 2022;Blue Oyster Cult;Transmaniacon MC;Blue Oyster Cult;2016
1084;Jan 16. 2022;Blue Oyster Cult;I'm On the Lamb but I Ain't No Sheep;Blue Oyster Cult;2016
1085;Jan 16. 2022;Blue Oyster Cult;Then Came the Last Days of May;Hangover Sunday;2017
1086;Jan 16. 2022;Blue Oyster Cult;Stairway to the Stars;Blue Oyster Cult;2016
1087;Jan 16. 2022;Blue Oyster Cult;Before the Kiss. a Redcap;Blue Oyster Cult;2016
1088;Jan 9. 2022 ;Coven;Dignitaries of Hell;Witchcraft Destroys Minds & Reap Souls;2014
1089;Jan 9. 2022 ;Stone Axe;Slave of Fear;Warfaring Strangers: Darkscorch Canticles;2014
1090;Jan 9. 2022 ;Electric Citizen;Shallow Water;Sateen;2014
1091;Jan 9. 2022 ;Seremonia;Neonlusifer;Neonlusifer;2021
1092;Jan 9. 2022 ;Avenger;Too Wild To Tame;The Neat Singles Collection: Vol. Two;2002
1093;Jan 9. 2022 ;Danava;At Midnight You Die;At Midnight You Die;2016
1094;Jan 9. 2022 ;Judas Priest;Bloodstone;Metal Works '73-'93;1993
1095;Jan 9. 2022 ;Ozzy Osbourne;Believer (Live from Blizzard Of Ozz Tour);Diary of a Madman (40th Anniversary Expanded Edition);2021
1096;Jan 9. 2022 ;Ozzy Osbourne;Flying High Again (Live from Blizzard Of Ozz Tour);Diary of a Madman (40th Anniversary Expanded Edition);2021
1097;Jan 9. 2022 ;Ozzy Osbourne;Suicide Solution (Live from Blizzard Of Ozz tour);Blizzard Of Ozz (40th Anniversary Expanded Edition);2020
1098;Jan 9. 2022 ;Ozzy Osbourne;Children of the Grave (Live 1981);Tribute;1987
1099;Jan 9. 2022 ;Winter;Into Darkness;Into Darkness;2011
1100;Jan 9. 2022 ;Fossilization;Exalted in the Altar of Insignificance;Exalted in the Altar of Insignificance;2022
1101;Jan 9. 2022 ;Aura Noir;Swarm of Vultures;Deep Dreams of Hell;2009
1102;Jan 9. 2022 ;Stälker;Total Annihilation;Total Annihilation;2017
1103;Jan 9. 2022 ;Midas Touch;Sepulchral Epitaph;Presage of Disaster;1989
1104;Jan 9. 2022 ;Master's Hammer;Šumava;Vracejte Konve Na Místo;2012
1105;Jan 9. 2022 ;Bow Wow;Get On Our Train;XXXV Thirty Five Years Of Maximum H.R.;2011
1106;Jan 9. 2022 ;BOWWOW;Just One More Night;Signal Fire;1977
1107;Jan 9. 2022 ;BOWWOW;Silver Lightning;Signal Fire;1977
1108;Jan 9. 2022 ;BOWWOW;Electric Power Up;Signal Fire;1977
1109;Jan 2. 2022 ;YOTH IRIA;Unborn Undead Eternal;As The Flame Withers;2021
1110;Jan 2. 2022 ;Unto Others;When Will God's Work Be Done;When Will God's Work Be Done;2021
1111;Jan 2. 2022 ;Kabbalah;Lamentations;The Omen;2021
1112;Jan 2. 2022 ;Dread Sovereign;The Great Beast We Serve;Alchemical Warfare;2021
1113;Jan 2. 2022 ;Transilvania;Lycanthropic Chant;Of Sleep and Death;2021
1114;Jan 2. 2022 ;Vulture;Malicious Souls;Dealin' Death;2021
1115;Jan 2. 2022 ;Worm;Empire of the Necromancers;Foreverglade;2021
1116;Jan 2. 2022 ;Archgoat;Black Womb Gnosis;Worship the Eternal Darkness;2021
1117;Jan 2. 2022 ;Havukruunu;Yön Torni;Kuu Erkylän Yllä;2021
1118;Jan 2. 2022 ;Spectral Wound;Soul Destroying Black Debauchery;A Diabolic Thirst;2021
1119;Jan 2. 2022 ;Stormkeep;The Seer;Tales of Othertime;2021
1120;Jan 2. 2022 ;Mork;Lysbæreren;Katedralen;2021
1121;Jan 2. 2022 ;Sijjin;Unchain the Ghost;Sumerian Promises;2021
1122;Jan 2. 2022 ;Craven Idol;Forked Tongues;Forked Tongues;2021
1123;Jan 2. 2022 ;Hässlig;Among the Ruins;Guillotine;2021
1124;Jan 2. 2022 ;Funeral Mist;Children of the Urn (None);Deiform;2021
1125;Jan 2. 2022 ;Misotheist;Acts of the Flesh;For the Glory of Your Redeemer;2021
1126;Jan 2. 2022 ;Doodswens;Het Zwartewaterland;Lichtvrees;2021
1127;Jan 2. 2022 ;Motörhead;Rock 'n' Roll;Rock 'n' Roll (Deluxe Edition);1987
1128;Dec 26. 2021;Diamond Head;Dead Reckoning;Borrowed Time;2019
1129;Dec 26. 2021;Mahtie Bush;Future;Sky Blue;2020
1130;Dec 26. 2021;Black Sabbath;Die Young;Heaven And Hell;2009
1131;Dec 26. 2021;Iron Maiden;Remember Tomorrow (2015 Remaster);Remember Tomorrow (2015 Remaster);2018
1132;Dec 26. 2021;Sweet;Set Me Free;Desolation Boulevard;1988
1133;Dec 26. 2021;Deep Purple;Smooth Dancer (2002 Remaster);Smooth Dancer (Remastered Version);2003
1134;Dec 26. 2021;Three Man Army;Burning Angel;Three Man Army Two;1974
1135;Dec 26. 2021;Jukka Ja Jytämimmit;Jytä-Yamaha;Jytää Vaan;2015
1136;Dec 26. 2021;Queen;Ogre Battle;Live At The Rainbow;2014
1137;Dec 26. 2021;Queen;Liar;Live At The Rainbow;2014
1138;Dec 26. 2021;Queen;Stone Cold Crazy;Live At The Rainbow;2014
1139;Dec 26. 2021;Vortex of End;Golden Fragments;Abhorrent Fervor;2021
1140;Dec 26. 2021;Druid Lord;Evil That Haunts the Ground;Grotesque Offerings;2018
1141;Dec 26. 2021;Bastard Priest;March Into Obliteration;Vengeance of the Damned;2020
1142;Dec 26. 2021;Jupiterian;Unearthly Glow;Terraforming;2017
1143;Dec 26. 2021;Proscriptor McGovern’s Apsû;Mirroracles;Proscriptor Mcgovern's Apsû;2021
1144;Dec 26. 2021;Dark Sonority;Deres blod være over dem!;Kaosrekviem;2012
1145;Dec 26. 2021;Impure;Worship Them;Damned...;2020
1146;Dec 26. 2021;Urgehal;Goatcraft Torment;Goatcraft Torment;2008
1147;Dec 26. 2021;Urgehal;Risus Sardonius;Goatcraft Torment;2008
1148;Dec 26. 2021;Urgehal;Antireligious;Goatcraft Torment;2008
1149;Dec 26. 2021;Urgehal;Dodsmarsj Til Helvete;Goatcraft Torment;2008
1150;Dec 26. 2021;Urgehal;Satanic Black Metal in Hell;Goatcraft Torment;2008
1151;Dec 19. 2021;Death Ss / Bulldozer;Jingle Hells;Jingle Hells;2014
1152;Dec 19. 2021;Spinal Tap;Christmas With The Devil;This Is Spinal Tap;2008
1153;Dec 19. 2021;Christopher Lee;The Little Drummer Boy;A Heavy Metal Christmas;2012
1154;Dec 19. 2021;Ronnie James Dio, Tony Iommi, Rudy Sarzo, Simon Wright;God Rest Ye Merry Gentlemen;We Wish You A Metal Xmas and a Headbanging New Year;2009
1155;Dec 19. 2021;Vulvodynia;'Twas the Night Before Crushmas;'Twas the Night Before Crushmas;2015
1156;Dec 19. 2021;Venom;Black Mass;The Best of Venom;2012
1157;Dec 19. 2021;Okkultokrati;All I Want for Christmas Is Glue;Black Hole X-Mas;2017
1158;Dec 19. 2021;Nunslaughter;Twisted Spirit;Angelic Dread;2014
1159;Dec 19. 2021;King Diamond;Arrival (Live) [Reissue];In Concert 1987 - Abigail (Reissue);1997
1160;Dec 19. 2021;King Diamond;The 7th Day Of July 1777 (Live) (Reissue);In Concert 1987 - Abigail (Reissue);1997
1161;Dec 19. 2021;King Diamond;Abigail (Live) (Reissue);In Concert 1987 - Abigail (Reissue);1997
1162;Dec 19. 2021;Bells Of;Chess;Teenbeat No.1 Record Label;2008
1163;Dec 19. 2021;Mare Cognitum;Frozen Star Divinization;Solar Paroxysm;2021
1164;Dec 19. 2021;Immortal;The Call Of The Wintermoon;Diabolical Fullmoon Mysticism;2007
1165;Dec 19. 2021;Funerary Bell;The Word Became Flesh;Undead Revelations;2018
1166;Dec 19. 2021;Spectral Wound;Frigid and Spellbound;A Diabolic Thirst;2021
1167;Dec 19. 2021;Funeral Mist;Apokalyptikon (None);Deiform;2021
1168;Dec 19. 2021;The Devil's Blood;Everlasting Saturnalia;The Thousandfold Epicentre;2012
1169;Dec 19. 2021;Venom;Witching Hour;Welcome to Hell;1981
1170;Dec 19. 2021;Venom;One Thousand Days of Sodom;Welcome to Hell;1981
1171;Dec 19. 2021;Venom;Angel Dust;Welcome to Hell;1981
1172;Dec 19. 2021;Venom;"In League with Satan (7"" Version)";Welcome to Hell;1981
1173;Dec 19. 2021;Venom;Red Light Fever;Welcome to Hell;1981
1174;Dec 19. 2021;Motörhead;Rock 'n' Roll;Rock 'n' Roll (Deluxe Edition);1987
1175;Dec 12. 2021;Spooky Tooth;Better By You. Better Than Me;Spooky Two;2015
1176;Dec 12. 2021;Thundermug;Long Tall Sally;Long Tall Sally;1971
1177;Dec 12. 2021;West, Bruce & Laing;Love Is Worth the Blues;Why Dontcha;1990
1178;Dec 12. 2021;The Sensational Alex Harvey Band;Midnight Moses;The Last Of The Teenage Idols;2016
1179;Dec 12. 2021;Montrose;I Got the Fire (2016 Remaster);Paper Money (Deluxe Edition);2017
1180;Dec 12. 2021;R.E.O. Speedwagon;Dead at Last;R.E.O. Speedwagon;1971
1181;Dec 12. 2021;Fastway;Easy Livin';Fastway;2012
1182;Dec 12. 2021;Gary Moore;Shapes Of Things To Come;Triple Best Of;2012
1183;Dec 12. 2021;Tower;Blood Moon;Blood Moon;2021
1184;Dec 12. 2021;UFO;Let It Roll;The Official Bootleg Box Set (1975-1982);2016
1185;Dec 12. 2021;UFO;Doctor Doctor - Live at Record Plant. New York;The Official Bootleg Box Set (1975-1982);2009
1186;Dec 12. 2021;UFO;Mother Mary (Live at Record Plant. NYC. 1975 / 2021 Remaster);Force It (Deluxe Edition);2021
1187;Dec 12. 2021;Filthskin;Dying Without God;Extinction Ov Reality;2017
1188;Dec 12. 2021;Knife;Inside the Electric Church;Knife;2021
1189;Dec 12. 2021;Sijjin;Sumerian Promises;Sumerian Promises;2021
1190;Dec 12. 2021;Cadaveric Fumes;The Engulfed Sepulcher;The Engulfed Sepulcher;2021
1191;Dec 12. 2021;Havukruunu;Rintapanssari;Kuu Erkylän Yllä;2021
1192;Dec 12. 2021;Hässlig;Leaving Marks;Guillotine;2021
1193;Dec 12. 2021;Hulder;Creature of Demonic Majesty;Godslastering: Hymns of a Forlorn Peasantry;2021
1194;Dec 12. 2021;Voivod;Planet Eaters;Synchro Anarchy;2022
1195;Dec 12. 2021;Possessed;No Will to Live;Beyond The Gates;2015
1196;Dec 12. 2021;Possessed;Beyond the Gates;Beyond The Gates;2015
1197;Dec 12. 2021;Possessed;The Beasts of the Apocalypse;Beyond The Gates;2015
1198;Dec 12. 2021;Possessed;Seance;Beyond The Gates;2015
1199;Dec 12. 2021;Possessed;Restless Dead;Beyond The Gates;2015
1200;Dec 12. 2021;Possessed;Dog Fight;Beyond The Gates;2015
1201;Dec 5. 2021 ;Omen;Battle Cry;Battle Cry;2011
1202;Dec 5. 2021 ;Artch;Another Return To Church Hill;Another Return to Church Hill;2011
1203;Dec 5. 2021 ;Warlord;Lucifers Hammer;Deliver Us;2021
1204;Dec 5. 2021 ;Attic;Sinless;Sanctimonious;2017
1205;Dec 5. 2021 ;Witchfinder General;Free Country;Metal From The Vault - New Wave Of British Heavy Metal;2017
1206;Dec 5. 2021 ;Tony Iommi;Scent of Dark;Scent of Dark;2021
1207;Dec 5. 2021 ;Accept;Demon's Night;Restless And Wild;1992
1208;Dec 5. 2021 ;Q5;Missing in Action;Steel the Light;1984
1209;Dec 5. 2021 ;Def Leppard;It Could Be You;On Through The Night;2020
1210;Dec 5. 2021 ;Twisted Sister;Under The Blade;Under The Blade;2011
1211;Dec 5. 2021 ;Christian Mistress;Black to Gold;Possession;2012
1212;Dec 5. 2021 ;Overkill;Rotten To The Core (Live);Fuck You And Then Some;2009
1213;Dec 5. 2021 ;Overkill;Hammerhead (Live);Fuck You And Then Some;2009
1214;Dec 5. 2021 ;Overkill;Electro-Violence (Live);Fuck You And Then Some;2009
1215;Dec 5. 2021 ;Bells Of;Chess;Teenbeat No.1 Record Label;2008
1216;Dec 5. 2021 ;Midnight;Masked and Deadly;Metal Massacre XV;2021
1217;Dec 5. 2021 ;Vulture;Malicious Souls;Malicious Souls;2021
1218;Dec 5. 2021 ;Hellripper;Headless Angels;Black Arts & Alchemy;2019
1219;Dec 5. 2021 ;Dead Head;Acolyte;Slave Driver;2022
1220;Dec 5. 2021 ;Doodswens;In Mijn Bloed;In Mijn Bloed;2021
1221;Dec 5. 2021 ;Absu;Abraxas Connexus;Abzu;2017
1222;Dec 5. 2021 ;Nifelheim;The Devastation;Nifelheim;2009
1223;Dec 5. 2021 ;Archgoat;In Extremis Nazarene;Worship the Eternal Darkness;2021
1224;Nov 28. 2021;Moxy;Moonrider;Moxy;1975
1225;Nov 28. 2021;ZZ Top;Ten Dollar Man;Tejas;2013
1226;Nov 28. 2021;Blackfoot;Save Your Time;Flyin' High;2014
1227;Nov 28. 2021;Aerosmith;Lick And A Promise;Pandora's Box;1991
1228;Nov 28. 2021;Cheap Trick;The Ballad Of TV Violence (I'm Not The Only Boy);Cheap Trick/In Color/Heaven Tonight (3 Pak);2000
1229;Nov 28. 2021;Lincoln Street Exit;Phantom Child;Drive It;1970
1230;Nov 28. 2021;Randy California;Downer;Kapt. Kopter & The (Fabulous) Twirly Birds;2017
1231;Nov 28. 2021;Orang-Utan;Magic Playground;Psychedelic '60s - London Underground;2010
1232;Nov 28. 2021;Dragonfly;Blue Monday;Dragonfly;2014
1233;Nov 28. 2021;Judas Priest;Sinner (Live);Unleashed In The East;1979
1234;Nov 28. 2021;Judas Priest;The Green Manalishi (With the Two Pronged Crown);Unleashed In The East;1987
1235;Nov 28. 2021;Judas Priest;Genocide (Live);Unleashed In The East;1979
1236;Nov 28. 2021;Judas Priest;Rock Forever (Live);Unleashed In The East;1979
1237;Nov 28. 2021;Sanguis Imperem;Strapped to the Crank Wheel;In Glory We March Towards Our Doom;2011
1238;Nov 28. 2021;Bolt Thrower;Rebirth of Humanity;War Master (Full Dynamic Range Edition);2013
1239;Nov 28. 2021;Dark Angel;Darkness Descends;Darkness Descends;2015
1240;Nov 28. 2021;Dark Angel;The Burning of Sodom;Darkness Descends;2015
1241;Nov 28. 2021;Dark Angel;Hunger of the Undead;Darkness Descends;2015
1242;Nov 28. 2021;Dark Angel;Merciless Death;Darkness Descends;2015
1243;Nov 21. 2021;Saint Vitus;Darkness;The Walking Dead;2009
1244;Nov 21. 2021;Messa;Pilgrim;Close;2022
1245;Nov 21. 2021;Leviathan;Arabesque;Leviathan;2016
1246;Nov 21. 2021;Scorpions;They Need A Million;Hot & Slow - Best Masters Of The 70's;1998
1247;Nov 21. 2021;Tear Gas;I'm Glad (2019 Remaster);I'm Glad (2019 Remaster);2020
1248;Nov 21. 2021;Blackwater Park;One's Life;Dirtbox;1972
1249;Nov 21. 2021;Captain Beyond;I Can't Feel Nothin'. Pt. 1;04.30.72;2016
1250;Nov 21. 2021;Captain Beyond;As The Moon Speaks (To The Waves Of The Sea);04.30.72;2016
1251;Nov 21. 2021;Captain Beyond;Dancing Madly Backwards (On A Sea Of Air);04.30.72;2016
1252;Nov 21. 2021;Captain Beyond;Armworth;04.30.72;2016
1253;Nov 21. 2021;Captain Beyond;Myopic Void;04.30.72;2016
1254;Nov 21. 2021;Worm;Murk Above the Dark Moor;Foreverglade;2021
1255;Nov 21. 2021;Stormkeep;A Journey Through Storms;Tales of Othertime;2021
1256;Nov 21. 2021;Darkthrone;Graven Takeheimens Saler;Transilvanian Hunger;1994
1257;Nov 21. 2021;Mercyful Fate;At The Sound Of The Demon Bell;Melissa (Reissue);1997
1258;Nov 21. 2021;Sigh;Purgatorium;In Somniphobia;2017
1259;Nov 21. 2021;Hirax;Destruction and Terror;Raging Violence;2013
1260;Nov 21. 2021;Motörhead;Rock 'n' Roll;Rock 'n' Roll (Deluxe Edition);1987
1261;Nov 21. 2021;Bob Marley & The Wailers;Misty Morning;Kaya - Deluxe Edition;2013
1262;Nov 14. 2021;The Groundhogs;Light My Light;Solid;2005
1263;Nov 14. 2021;Neil Merryweather;You Know Where I'd Rather Be;Kryptonite;2015
1264;Nov 14. 2021;Vampa;Plugget;Plugget;2021
1265;Nov 14. 2021;Charlie 'Ungry;Who Is My Killer?;Who Is My Killer?;2016
1266;Nov 14. 2021;Jameson Raid;Titanic;Just As the Dust Had Settled;2010
1267;Nov 14. 2021;Dark Star;Kaptain America;Dark Star;1981
1268;Nov 14. 2021;Thin Lizzy;Genocide (The Killing of the Buffalo);Chinatown;2005
1269;Nov 14. 2021;Kadavar;All Our Thoughts (Live @ Trix);Live In Antwerp;2013
1270;Nov 14. 2021;Kadavar;Living In Your Head (Live @ Trix);Live In Antwerp;2013
1271;Nov 14. 2021;Kadavar;Doomsday Machine (Live @ Trix);Live In Antwerp;2013
1272;Nov 14. 2021;Aosoth;The Inside Scriptures;The Inside Scriptures;2017
1273;Nov 14. 2021;Skepticism;Passage;Companion;2021
1274;Nov 14. 2021;Xibalba Itzaes;Throughout the Equinox;Ah Tza Xibalba Itzaes;2018
1275;Nov 14. 2021;Teitanblood;Burning In Damnation Fires;Death;2018
1276;Nov 14. 2021;Emptiness;Nothing but the Whole;Nothing but the Whole;2014
1277;Nov 14. 2021;Mötley Crüe;Live Wire;Too Fast for Love;2009
1278;Nov 14. 2021;Mötley Crüe;Come On and Dance;Too Fast For Love;2015
1279;Nov 14. 2021;Mötley Crüe;Public Enemy #1;Too Fast For Love;2015
1280;Nov 14. 2021;Mötley Crüe;Merry-Go-Round;Too Fast For Love (2020 Remastered);1981
1281;Nov 14. 2021;Mötley Crüe;Take Me to the Top;Too Fast For Love;2015
1282;Nov 14. 2021;Motörhead;Rock 'N' Roll;The Best Of;2008
