;show_date;Artist;Title;Album;Year
308;Oct 9. 2022 ;Bathory;Equimanthorn (None);Under the Sign of the Black Mark;1987
309;Oct 2. 2022 ;Judas Priest;On the Run;Point Of Entry;1991
310;Oct 2. 2022 ;Witchfynde;Crystal Gazing;Crystal Gazing;1983
311;Oct 2. 2022 ;Acid;Ghostriders;Acid;2015
312;Oct 2. 2022 ;Warlock;Burning The Witches;Burning The Witches;1987
313;Oct 2. 2022 ;Omen;Ruby Eyes (Of the Serpent);Warning of Danger;2011
314;Oct 2. 2022 ;Demon;Don't Break the Circle (Hill/Spooner);The Unexpected Guest;2012
315;Oct 2. 2022 ;Wucan;Don't Break the Oath;Don't Break the Oath;2022
316;Oct 2. 2022 ;Unto Others;Double Negative;Double Negative;2019
317;Oct 2. 2022 ;Cactus;One Way. or Another (Live);Fully Unleashed - The Live Gigs (Live);2021
318;Oct 2. 2022 ;The Funeral Orchestra;Emptiness Exists;Inexistentia;2022
319;Oct 2. 2022 ;Mortuary Drape;In a Candle Flame;Wisdom - Vibration - Repent;2022
320;Oct 2. 2022 ;Acid Witch;Into the Cave;Witchtanic Hallucinations;2012
321;Oct 2. 2022 ;Bolt Thrower;Cenotaph;Cenotaph;2016
322;Oct 2. 2022 ;Deicide;Blaspherereion (Original Amon version);Amon: Feasting the Beast;1993
323;Oct 2. 2022 ;Shards of Humanity;I've Seen Death;Cold Logic;2020
324;Oct 2. 2022 ;Thulsa Doom;The Dawn of the Fire Age;A Fate Worse Than Death;2022
325;Oct 2. 2022 ;Diamond Head;Borrowed Time;Am I Evil?: The Best Of;2013
326;Oct 2. 2022 ;Diamond Head;Don't You Ever Leave Me;Borrowed Time;2019
327;Oct 2. 2022 ;Diamond Head;Am I Evil;Borrowed Time;2019
328;Sep 25. 2022;Picture;Spend The Night With You;Heavy Metal Ears;2019
329;Sep 25. 2022;Lizzy Borden;Give Em the Axe;The Best of Lizzy Borden;2011
330;Sep 25. 2022;King Diamond;Mother's Getting Weaker;Them;2001
331;Sep 25. 2022;UFO;Pack It Up (And Go);The Chrysalis Years (1973-1979);2011
332;Sep 25. 2022;Gillan;Secret of the Dance;The Very Best Of;2013
333;Sep 25. 2022;Alcatrazz;Jet to Jet;No Parole From Rock N' Roll;2016
334;Sep 25. 2022;Iron Maiden;Innocent Exile (1998 Remaster);Innocent Exile (1998 Remaster);2018
335;Sep 25. 2022;Riot;Violent Crimes;Restless Breed;2011
336;Sep 25. 2022;Anvil;March Of The Crabs;March Of The Crabs;2014
337;Sep 25. 2022;Vinnie Vincent Invasion;Breakout;All Systems Go;2004
338;Sep 25. 2022;Alice Cooper;Brutal Planet;No More Mr Nice Guy - Live at Alexandra Palace;2015
339;Sep 25. 2022;Alice Cooper;Under My Wheels;No More Mr Nice Guy - Live at Alexandra Palace;2015
340;Sep 25. 2022;Alice Cooper;Billion Dollar Babies;No More Mr Nice Guy - Live at Alexandra Palace;2015
341;Sep 25. 2022;Alice Cooper;Halo of Flies;No More Mr Nice Guy - Live at Alexandra Palace;2015
342;Sep 25. 2022;Warner/Chappell Productions;Just How I Feel;Acoustic Breeze;2015
343;Sep 25. 2022;Funeral Mist;Circle of Eyes;Salvation;2012
344;Sep 25. 2022;Misticia;Marrichiweu;XVA;2019
345;Sep 25. 2022;Absu;Morbid Scream;The Third Storm Of Cythraul;2008
346;Sep 25. 2022;Potentiam;Guidance of Sin;Orka I Myrkri;2015
347;Sep 25. 2022;Dodsferd;Dodsferd;Denying With Arrogance Your Pathetic Existence;2009
348;Sep 25. 2022;Death;Forgotten Past;Leprosy (Reissue);2014
349;Sep 25. 2022;Portal;The Swayy;Swarth;2020
350;Sep 25. 2022;Voivod;Forgotten In Space;Forgotten In Space;1987
351;Sep 25. 2022;Voivod;Ravenous Medicine;Ravenous Medicine;1987
352;Sep 25. 2022;Voivod;Order of the Blackguards;Order of the Blackguards;1987
353;Sep 25. 2022;Voivod;This Is Not an Exercise;This Is Not an Exercise;1987
354;Sep 18. 2022;The Godz;Under the Table;The Godz;2013
355;Sep 18. 2022;Stray;How Could I Forget You;Saturday Morning Pictures (Expanded Edition);2006
356;Sep 18. 2022;Jerusalem;Primitive Mad;Jerusalem;2014
357;Sep 18. 2022;Cobra;Midnight Walker;The War Will Soon Be Over (My Love);1970
358;Sep 18. 2022;Moxy;Moonrider;Moxy;1975
359;Sep 18. 2022;Oz;Saturday Night;Heavy Metal Heroes;2013
360;Sep 18. 2022;Kyouji Yamamoto;JETS;WARNING FROM STARDUST;2011
361;Sep 18. 2022;Judas Priest;Island Of Domination;The Best Of;2001
362;Sep 18. 2022;Pentagram;Day of Reckoning;When the Screams Come (Live);2011
363;Sep 18. 2022;Pentagram;Forever My Queen;When the Screams Come (Live);2011
364;Sep 18. 2022;Pentagram;Relentless;When the Screams Come (Live);2011
365;Sep 18. 2022;Pentagram;When the Screams Come;When the Screams Come (Live);2011
366;Sep 18. 2022;Eugen Menjaev;13 Geister (Original Mix);13 Geister EP;2017
367;Sep 18. 2022;Blut Aus Nord;Chants Of The Deep Ones;Disharmonium - Undreamable Abysses;2022
368;Sep 18. 2022;Andavald;Afvegaleiðsla;Undir Skyggðarhaldi;2019
369;Sep 18. 2022;Oranssi Pazuzu;Maavaltimo;Kosmonument;2011
370;Sep 18. 2022;Innumerable Forms;Built on Wrought;Built on Wrought;2022
371;Sep 18. 2022;Entombed;Bitter Loss;Left Hand Path (Full Dynamic Range Edition);2012
372;Sep 18. 2022;Sijjin;Unchain the Ghost;Sumerian Promises;2021
373;Sep 18. 2022;Twisted Sister;Destroyer;Destroyer;2011
374;Sep 18. 2022;Twisted Sister;Tear It Loose;Tear It Loose;2011
375;Sep 18. 2022;Twisted Sister;Day Of The Rocker;Day Of The Rocker;2011
376;Sep 18. 2022;Motörhead;Rock 'n' Roll;Rock 'n' Roll (Deluxe Edition);1987
377;Sep 11. 2022;AC/DC;Beating Around the Bush;Highway to Hell;2014
378;Sep 11. 2022;Buffalo;Shylock;Volcanic Rock;2014
379;Sep 11. 2022;Primevil;Tell Me If You Can;Smokin' Bats At Campton's;2011
380;Sep 11. 2022;Sword;Children Of Heaven;Metalized;2009
381;Sep 11. 2022;Hollow Ground;Easy Action;Warlord;2014
382;Sep 11. 2022;Deep Purple;A Gypsy's Kiss;Perfect Strangers;1999
383;Sep 11. 2022;Queen;The March Of The Black Queen;Live At The Rainbow;2014
384;Sep 11. 2022;Queen;Liar;Live At The Rainbow;2014
385;Sep 11. 2022;Queen;Son And Daughter;Live At The Rainbow;2014
386;Sep 11. 2022;Queen;Stone Cold Crazy;Live At The Rainbow;2014
387;Sep 11. 2022;Queen;Modern Times Rock 'n' Roll;Live At The Rainbow;2014
388;Sep 11. 2022;Queen;God Save The Queen;Live At The Rainbow;2014
389;Sep 11. 2022;Darvaza;Silence In Heaven;Ascending Into Perdition;2022
390;Sep 11. 2022;Triptykon;Demon Pact;Melana Chasmata;2014
391;Sep 11. 2022;Vermin Womb;Denvoid;Boiled World;2022
392;Sep 11. 2022;Hetroertzen;I am Sickness I am Death;Phosphorus. Vol. 1;2022
393;Sep 11. 2022;Satyricon;Dark Medieval Times;Dark Medieval Times;2007
394;Sep 11. 2022;High On Fire;Snakes For The Divine;Snakes For The Divine;2010
395;Sep 11. 2022;Hellripper;Headless Angels;Black Arts & Alchemy;2019
396;Sep 11. 2022;Witchfinder General;No Stayer;Death Penalty;1982
397;Sep 11. 2022;Witchfinder General;Witchfinder General;Heavy Metal Halloween;2017
398;Sep 11. 2022;Witchfinder General;Burning A Sinner;Death Penalty;1982
399;Sep 11. 2022;Witchfinder General;R.I.P.;Death Penalty;1982
400;Sep 4. 2022 ;Gamma Ray;Angel Of Death (Thin Lizzy cover);Anywhere In The Galaxy;2010
401;Sep 4. 2022 ;Saxon;Midnight Rider;Midnight Rider;2007
402;Sep 4. 2022 ;Def Leppard;On Through The Night;The Early Years;2020
403;Sep 4. 2022 ;Rainbow;Can't Happen Here;The Singles Box Set 1975-1986;2013
404;Sep 4. 2022 ;Blue Oyster Cult;Tattoo Vampire;Agents Of Fortune;2016
405;Sep 4. 2022 ;Montrose;The Dreamer;The Dreamer;2017
406;Sep 4. 2022 ;Samson;Riding with the Angels;Shock Tactics (Bonus Track Edition);1981
407;Sep 4. 2022 ;Motörhead;Eat the Rich;No Class;1979
408;Sep 4. 2022 ;Dio;Intro / Stand Up and Shout (Live);Intro / Stand Up and Shout (Live);2021
409;Sep 4. 2022 ;Dio;Holy Diver (Live);Holy Diver (Live);2020
410;Sep 4. 2022 ;Dio;Straight Through the Heart (Live);Straight Through the Heart (Live);2021
411;Sep 4. 2022 ;Dio;Sign of the Southern Cross (Live);Sign of the Southern Cross (Live);2021
412;Sep 4. 2022 ;Dark Angel;Hunger of the Undead;Darkness Descends;2015
413;Sep 4. 2022 ;Death Breath;His Protoplasmic Worship;Let It Stink;2007
414;Sep 4. 2022 ;Voivod;Nuclear War (Remastered);War and Pain;2011
415;Sep 4. 2022 ;Metalucifer;Flight Of Iron Pegasus;Heavy Metal Chainsaw;2001
416;Sep 4. 2022 ;Armory;Phantom Warrior;World Peace... Cosmic War;2016
417;Sep 4. 2022 ;Sentinel Beast;Dogs Of War;Depths of Death;2011
418;Sep 4. 2022 ;Exciter;Scream In The Night;Violence & Force;2009
419;Sep 4. 2022 ;Agent Steel;Evil Eye / Evil Minds;Skeptics Apocalypse;2015
420;Sep 4. 2022 ;Venom;Poison;Welcome to Hell;1981
421;Sep 4. 2022 ;Venenum;Trance of Death. Pt. 1 (Reflections);Trance of Death;2019
422;Aug 28. 2022;Iron Maiden;Sea of Madness (1998 Remastered Version);Sea of Madness (1998 Remastered Version);2018
423;Aug 28. 2022;The Oath;All Must Die;The Oath;2014
424;Aug 28. 2022;The Stooges;Real Cool Time;The Stooges;1969
425;Aug 28. 2022;Hawkwind;Lord of Light (1996 Remaster);Lord of Light (1996 Remaster);2013
426;Aug 28. 2022;Alice Cooper;Shoe Salesman;Easy Action;1991
427;Aug 28. 2022;Ruby the Hatchet;Thruster;Thruster;2022
428;Aug 28. 2022;Scorpions;Catch Your Train (Live. 27th April 1978);Tokyo Tapes (Live);1978
429;Aug 28. 2022;Scorpions;Robot Man (Live. 27th April 1978);Tokyo Tapes (Live);1978
430;Aug 28. 2022;Scorpions;Hell Cat (Live Track. Japan 27.04.1978) (Bonus Track);Tokyo Tapes (50th Anniversary Deluxe Edition);2016
431;Aug 28. 2022;In Aphelion;World Serpent (Devourer of Dreams);World Serpent (Devourer of Dreams);2022
432;Aug 28. 2022;Umbra Conscientia;Resonatia Diaboli;Nigredine Mundi;2022
433;Aug 28. 2022;Devouring Star;Consummation;The Arteries of Heresy;2018
434;Aug 28. 2022;Jupiterian;Unearthly Glow;Terraforming;2017
435;Aug 28. 2022;ZZ Top;Francine;Rio Grande Mud;2011
436;Aug 28. 2022;ZZ Top;Just Got Paid;Rancho Texicano: The Very Best of ZZ Top;2004
437;Aug 28. 2022;ZZ Top;Mushmouth Shoutin';Rio Grande Mud;2011
438;Aug 28. 2022;ZZ Top;Ko Ko Blue;Rio Grande Mud;2011
439;Aug 28. 2022;ZZ Top;Chevrolet;Rio Grande Mud;2011
440;Aug 28. 2022;Motörhead;Rock 'n' Roll;Rock 'n' Roll (Deluxe Edition);1987
441;Aug 21. 2022;Light Walkers;Faketa;Phantasm;2021
442;Aug 21. 2022;Bells Of;Chess;Teenbeat No.1 Record Label;2008
443;Aug 21. 2022;Van Halen;Outta Love Again;Van Halen II;1979
444;Aug 21. 2022;Y;Open Fire;Best Of '81 To '85;1981
445;Aug 21. 2022;UFO;Too Much of Nothing;Force It;2016
446;Aug 21. 2022;Rush;Circumstances;Hemispheres;1978
447;Aug 21. 2022;Status Quo;Is It Really Me;Down the Dustpipe;1970
448;Aug 21. 2022;Pat Travers;Life In London;Putting It Straight;2019
449;Aug 21. 2022;Armageddon;Buzzard;Armageddon;1975
450;Aug 21. 2022;Steve Grimmett's Grim Reaper;Night of the Vampire - Live;Reaping the Whirlwind - Live;2022
451;Aug 21. 2022;Steve Grimmett's Grim Reaper;Fear No Evil (Live);Reaping the Whirlwind (Live);2022
452;Aug 21. 2022;Steve Grimmett's Grim Reaper;Wings of Angels;Reaping the Whirlwind (Live);2022
453;Aug 21. 2022;Negura Bunget;De Piatra;OM;2008
454;Aug 21. 2022;Druid Lord;Relics of the Dead;Relics Of The Dead;2022
455;Aug 21. 2022;Svartmálm;Vík Frá Mær;Svartmálm;2018
456;Aug 21. 2022;Gorgoroth;Crushing the Scepter (Regaining a Lost Dominion);Pentagram;2011
457;Aug 21. 2022;Rigor Mortis;The Haunted;Freaks;1989
458;Aug 21. 2022;Attic;Ludicium Dei;Sanctimonious;2017
459;Aug 21. 2022;Attic;Sanctimonious;Sanctimonious;2017
460;Aug 21. 2022;Attic;A Serpent in the Pulpit;Sanctimonious;2017
461;Aug 21. 2022;Attic;Penalized;Sanctimonious;2017
462;Aug 14. 2022;Alice Cooper;Is It My Body;Love It to Death;1971
463;Aug 14. 2022;Bachman-Turner Overdrive;Sledgehammer;Bachman-Turner Overdrive: 40th Anniversary;2018
464;Aug 14. 2022;Black Sabbath;Sabbra Cadabra;Sabbath Bloody Sabbath (Remastered);2014
465;Aug 14. 2022;Blackwater Park; Mental Block; Mental Block;2011
466;Aug 14. 2022;Elias Hulk;Nightmare (2022 Remaster);Nightmare (2022 Remaster);1970
467;Aug 14. 2022;Irish Coffee;Masterpiece;Masterpiece (Evasion 1971) - Single;2013
468;Aug 14. 2022;Yesterday's Children;Hunter's Moon;Yesterday's Children;2014
469;Aug 14. 2022;NightWing;Overnight Sensation;Nightwing 79-86;2006
470;Aug 14. 2022;W.A.S.P.;Savage;The Last Command;2006
471;Aug 14. 2022;Dio;Dream Evil (Remastered);Dream Evil (Remastered);2005
472;Aug 14. 2022;Quiet Riot;Danger Zone;Live At The US Festival. 1983;2014
473;Aug 14. 2022;Quiet Riot;Run For Cover;Live At The US Festival. 1983;2014
474;Aug 14. 2022;Quiet Riot;Metal Health (Bang Your Head);Live At The US Festival. 1983;2014
475;Aug 14. 2022;Spectral Voice;Dissolution;Eroded Corridors of Unbeing;2017
476;Aug 14. 2022;Daeva;Clenched Fist of the Beast;Pulsing Dark Absorptions;2017
477;Aug 14. 2022;Concrete Winds;Primitive Force;Primitive Force;2019
478;Aug 14. 2022;Deicide;Trifixion;The Best of Deicide;2003
479;Aug 14. 2022;Mortal Sin;Blood. Death. Hatred;Mayhemic Destruction;2009
480;Aug 14. 2022;Vulcan Tyrant;Never Stop the Tyranny;Never Stop the Tyranny;2020
481;Aug 14. 2022;Aura Noir;Deathwish;Out to Die;2012
482;Aug 14. 2022;Celtic Frost;Mexican Radio;Into the Pandemonium (Bonus Track Edition);1987
483;Aug 14. 2022;Celtic Frost;Mesmerized;Into the Pandemonium (Bonus Track Edition);1987
484;Aug 14. 2022;Celtic Frost;Inner Sanctum;Into the Pandemonium (Bonus Track Edition);1987
485;Aug 14. 2022;Celtic Frost;Tristesses de la Lune;Innocence and Wrath;2017
486;Aug 14. 2022;Celtic Frost;Babylon Fell (Jade Serpent);Into the Pandemonium - Expanded Version;1987
487;Aug 14. 2022;Motörhead;Rock 'n' Roll;Rock 'n' Roll (Deluxe Edition);1987
488;Aug 7. 2022 ;Toe Fat;Stick Heat;Stick Heat;1970
489;Aug 7. 2022 ;Pink Floyd;The Nile Song;More (Original Motion Picture Soundtrack);2021
490;Aug 7. 2022 ;Hairy Chapter;There's a Kind of Nothing;Sounds Like Krautrock - Finest Progressive Rock Tunes from the 70's;2013
491;Aug 7. 2022 ;Electric Sandwich;Nervous Creek;Electric Sandwich;2004
492;Aug 7. 2022 ;Rog/Pip;War Lord;Our Revolution;2014
493;Aug 7. 2022 ;Stray;Natures Way;Natures Way;2017
494;Aug 7. 2022 ;Kimmo Kuusniemi Band;1000 Megawatin Totuus;Anthology 1979-1982;2013
495;Aug 7. 2022 ;Amon Düül II;Between The Eyes;Lemmingmania;2006
496;Aug 7. 2022 ;Judas Priest;Invader;Stained Class;1978
497;Aug 7. 2022 ;Motörhead;Heart of Stone (Live in Toronto. 1982);Iron Fist (Deluxe Edition);1982
498;Aug 7. 2022 ;Motörhead;The Hammer (Live in Toronto. 1982);Iron Fist (Deluxe Edition);1982
499;Aug 7. 2022 ;Motörhead;(Don't Need) Religion (Live in Toronto. 1982);Iron Fist (Deluxe Edition);1982
500;Aug 7. 2022 ;Motörhead;No Class (Live in Toronto. 1982);Iron Fist (Deluxe Edition);1982
501;Aug 7. 2022 ;Blut Aus Nord;Into The Woods;Disharmonium - Undreamable Abysses;2022
502;Aug 7. 2022 ;Negative Plane;Poison and the Crucifix;The Pact;2022
503;Aug 7. 2022 ;Consecration;Ground To Ashes (A Cremulation);Cinis;2022
504;Aug 7. 2022 ;Infester;Braded Into Palsy;To the Depths. in Degradation;2004
505;Aug 7. 2022 ;Winter;Oppression Freedom Oppression (Reprise);Into Darkness;2011
506;Aug 7. 2022 ;Winter;Servants of the Warsmen;Into Darkness;2011
507;Aug 7. 2022 ;Manowar;Death Tone;Battle Hymns;1982
508;Aug 7. 2022 ;Manowar;Metal Daze;Battle Hymns;1982
509;Aug 7. 2022 ;Manowar;Fast Taker;Battle Hymns;1982
510;Aug 7. 2022 ;Manowar;Shell Shock;Battle Hymns;1982
511;Aug 7. 2022 ;Motörhead;Rock 'n' Roll;Rock 'n' Roll (Deluxe Edition);1987
512;Jul 31. 2022;Danzig;Long Way Back From Hell;Danzig II: Lucifuge;2002
513;Jul 31. 2022;Pentagram;Wartime;Turn To Stone;2006
514;Jul 31. 2022;Omen;Ruby Eyes (Of the Serpent);Warning of Danger;2011
515;Jul 31. 2022;Tower;In Dreams;Shock to the System;2021
516;Jul 31. 2022;Seremonia;Naamiot;Neonlusifer;2022
517;Jul 31. 2022;Burning Saviours;The Nightmare;The Nightmare (Förbannelsen III);2012
518;Jul 31. 2022;Horisont;On the Run;Second Assault;2012
519;Jul 31. 2022;Trouble;A Sinner's Fame (Remastered);Trouble;1990
520;Jul 31. 2022;Messa;Rubedo;Close;2022
521;Jul 31. 2022;Riot;Road Racin';Riot Live;2011
522;Jul 31. 2022;Riot;Narita;Riot Live;2011
523;Jul 31. 2022;Riot;Rock City;Riot Live;2011
524;Jul 31. 2022;Funeral Mist;Twilight of the Flesh (None);Deiform;2021
525;Jul 31. 2022;Bethlehem;Bartzitter Flumgerenne;Lebe Dich Leer;2019
526;Jul 31. 2022;Chaos Moon;Abstract Tongues;Languor Into Echoes. Beyond;2010
527;Jul 31. 2022;Teitanblood;Ungodly Others;The Baneful Choir;2019
528;Jul 31. 2022;Kreator;Son of Evil;Endless Pain (Bonus Track Edition);2000
529;Jul 31. 2022;Thulsa Doom;Demon Conjurer;Realms of Hatred;2018
530;Jul 31. 2022;Sabbat;Hosanna In Excelsis (2007 Remastered Version);Hosanna In Excelsis (2007 Remastered Version);2007
531;Jul 31. 2022;Slaegt;Fealty. Thunder Whip;Goddess;2022
532;Jul 31. 2022;Captain Beyond;Frozen Over;Captain Beyond;1972
533;Jul 31. 2022;Captain Beyond;Thousand Days Of Yesterdays (Time Since Come And Gone);Captain Beyond;1997
534;Jul 31. 2022;Captain Beyond;I Can't Feel Nothin' (Part 1);Captain Beyond;1997
535;Jul 31. 2022;Motörhead;Rock 'N' Roll;The Best Of;2008
536;Jul 24. 2022;Ace Frehley;Rip It Out;IKONS;2008
537;Jul 24. 2022;AC/DC;Brain Shake;The Collection;2012
538;Jul 24. 2022;Motörhead;Die You Bastard;Die You Bastard;1983
539;Jul 24. 2022;Twisted Sister;Burn in Hell (2009 Remaster);Burn in Hell (2009 Remaster);2016
540;Jul 24. 2022;Girlschool;Watch Your Step;Hit and Run (Bonus Track Edition);1981
541;Jul 24. 2022;Picture;Nighttiger;Heavy Metal Ears;2019
542;Jul 24. 2022;Jaguar;Chasing the Dragon;N.W.O.B.H.M. Rarities;2017
543;Jul 24. 2022;Motorband;Rudej Blázen;Made In Germany;1990
544;Jul 24. 2022;Morbid Angel;Maze Of Torment;Maze Of Torment;2016
545;Jul 24. 2022;1914;Arditi;Eschatology of War;2016
546;Jul 24. 2022;Dissection;Unhallowed (None);Storm of the Light's Bane;1995
547;Jul 24. 2022;Predatory Light;To Plead Like Angels;Death And The Twilight Hours;2022
548;Jul 24. 2022;In Twilight's Embrace;Te Deum;Lifeblood;2022
549;Jul 24. 2022;Saturnalia Temple;Black Sea Of Power;Black Sea Of Power;2015
550;Jul 24. 2022;Flames of Hell;Fire and Steel;Fire and Steel;1987
551;Jul 24. 2022;Flames of Hell;Evil;Fire and Steel;1987
552;Jul 24. 2022;Flames of Hell;Heroes in Black;Fire and Steel;1987
553;Jul 24. 2022;Robert Johnson;Stones in My Passway;Deluxe: Preaching Blues;2012
554;Jul 17. 2022;Zior;Entrance of the Evil;Every Inch a Man;2014
555;Jul 17. 2022;Bang;Idealist / Realist;Mother / Bow To The King;1972
556;Jul 17. 2022;Deep Purple;Pictures of Home;Machine Head;2001
557;Jul 17. 2022;El Reloj;Aquel Triángulo;El Reloj;1976
558;Jul 17. 2022;Toad;Change In Time;Tomorrow Blue;2014
559;Jul 17. 2022;The Rods;Power Lover;The Rods;1981
560;Jul 17. 2022;Tygers Of Pan Tang;Silver And Gold;The MCA Years;2018
561;Jul 17. 2022;Vicious Rumors;Blistering Winds;Soldiers of the Night;1999
562;Jul 17. 2022;Mötley Crüe;Knock 'Em Dead. Kid;Shout at the Devil;2015
563;Jul 17. 2022;Alice Cooper;Chop. Chop. Chop;Raise Your Fist And Yell;1987
564;Jul 17. 2022;Frank Marino & Mahogany Rush;The Answer (Live);Live (Expanded Edition);1978
565;Jul 17. 2022;Frank Marino & Mahogany Rush;Talkin' 'Bout a Feelin' (Live);Live (Expanded Edition);1978
566;Jul 17. 2022;Frank Marino & Mahogany Rush;A New Rock & Roll (Live);Live (Expanded Edition);1978
567;Jul 17. 2022;Blut Aus Nord;Tales Of The Old Dreamer;Disharmonium - Undreamable Abysses;2022
568;Jul 17. 2022;Deus Mortem;Lord of All Graves;The Fiery Blood;2020
569;Jul 17. 2022;Possessed;Holy Hell;Seven Churches;2015
570;Jul 17. 2022;Ascended Dead;Bestial Vengeance;Ascended Dead / Atomicide Split;2021
571;Jul 17. 2022;Trivax;Into the Void;Into the Void;2021
572;Jul 17. 2022;Gehenna;Myth;Seen Through The Veils Of Darkness (The Second Spell);2008
573;Jul 17. 2022;Judas Priest;The Hellion / Electric Eye;Living After Midnight;1997
574;Jul 17. 2022;Judas Priest;Bloodstone (Album Version);Metal Works '73-'93;1993
575;Jul 17. 2022;Motörhead;Rock 'N' Roll;Rock 'N' Roll;2013
576;Jul 10. 2022;Pax;A Storyless Junkie;Pax;1969
577;Jul 10. 2022;Judas Priest;Never Satisfied;Hero Hero;2000
578;Jul 10. 2022;Flied Egg;Burning Fever;Dr. Siegel's Fried Egg Shooting Machine;2015
579;Jul 10. 2022;UFO;Oh My;Phenomenon;2016
580;Jul 10. 2022;Thin Lizzy;This Is The One;Thunder And Lightning (Deluxe Edition);2013
581;Jul 10. 2022;Krokus;Heatstrokes;Metal Rendez-Vous;1988
582;Jul 10. 2022;Demon;The Grand Illusion;The Unexpected Guest;2012
583;Jul 10. 2022;Venom;Black Metal (Live);Black Metal (Live);1986
584;Jul 10. 2022;Venom;Warhead (Live);Warhead (Live);1986
585;Jul 10. 2022;Venom;Welcome to Hell / Bloodlust (Live);MMV;2005
586;Jul 10. 2022;Archgoat;Nightside Prayer;All Christianity Ends;2022
587;Jul 10. 2022;Urgehal;Antichrist;Atomkinder;2008
588;Jul 10. 2022;Exumer;Possessed By Fire;Possessed by Fire;1986
589;Jul 10. 2022;Denouncement Pyre;The Liberating Fires of Moloch;The Liberating Fires of Moloch;2022
590;Jul 10. 2022;Konvent;In The Soot;Call Down the Sun;2022
591;Jul 10. 2022;Furze;Goat Cyclus;Baphomet Wade;2015
592;Jul 10. 2022;Worm;Empire of the Necromancers;Foreverglade;2021
593;Jul 10. 2022;Dio;Stand Up And Shout;The Very Beast Of Dio;2000
594;Jul 10. 2022;Dio;Gypsy;Gypsy;2012
595;Jul 10. 2022;Dio;Caught in the Middle;Caught in the Middle;2012
596;Jul 10. 2022;Dio;Don't Talk To Strangers;Holy Diver;1983
597;Jul 10. 2022;Sufjan Stevens;Movement III - Linear Tableau with Intersecting Surprise;Movement III - Linear Tableau with Intersecting Surprise;2009
598;Jul 3. 2022 ;Attic;The Hound of Heaven;Sanctimonious;2017
599;Jul 3. 2022 ;Helloween;I Want Out;The Best. The Rest. The Rare - The Collection 1984-1988;2010
600;Jul 3. 2022 ;Saint Vitus;Look Behind You;The Walking Dead / Hallow's Victim;2011
601;Jul 3. 2022 ;Paul Chain;Roses of Winter;Italy Rocks - The Roots of Italian Heavy Metal;2016
602;Jul 3. 2022 ;Wicked Lady;I'm A Freak;I'm A Freak;2016
603;Jul 3. 2022 ;Dokken;Paris (Live 1981);Paris (Live 1981);2007
604;Jul 3. 2022 ;Dokken;Night Rider (Live 1981);Night Rider (Live 1981);2007
605;Jul 3. 2022 ;Dokken;Breakin' the Chains (Live 1981);Breakin' The Chains (Live 1981);2007
606;Jul 3. 2022 ;Castrator;Tyrant's Verdict;Tyrant's Verdict;2022
607;Jul 3. 2022 ;Bog Body;Cryonic Crevasse Cult;Cryonic Crevasse Cult;2022
608;Jul 3. 2022 ;Slagmaur;Ritual Dogs;Ritual Dogs;2022
609;Jul 3. 2022 ;Celtic Frost;Eternal Summer;To Mega Therion;1985
610;Jul 3. 2022 ;Dark Angel;No One Answers;Leave Scars;2015
611;Jul 3. 2022 ;Sabbat;Witchflight;Sabbatrinity;2011
612;Jul 3. 2022 ;David Munrow/Early Music Consort of London;Crumhorn - Padouana from the Banchetto Musicale. 1617;Crumhorn - Padouana from the Banchetto Musicale. 1617;2007
613;Jul 3. 2022 ;NyreDolk;Indvold;Demo;2018
614;Jul 3. 2022 ;Immortal;Intro;Diabolical Fullmoon Mysticism;2007
615;Jul 3. 2022 ;Immortal;The Call Of The Wintermoon;Diabolical Fullmoon Mysticism;2007
616;Jul 3. 2022 ;Immortal;Unholy Forces Of Evil;Diabolical Fullmoon Mysticism;2007
617;Jul 3. 2022 ;Immortal;Cryptic Winterstorms;Diabolical Fullmoon Mysticism;2007
618;Jul 3. 2022 ;Robert Johnson;Preachin` Blues;The Blues Effect. Vol. 8 (100 Essential Tracks);2013
619;Jun 26. 2022;Bitches Sin;Sign of the Times;Sign of the Times;2002
620;Jun 26. 2022;Ratt;Tell The World;Classic Rock Hits;2009
621;Jun 26. 2022;Def Leppard;Ride Into The Sun;Too Many Jitterbugs - B-Sides and Rarities;2020
622;Jun 26. 2022;Accept;I'm A Rebel;I'm a Rebel;2006
623;Jun 26. 2022;Rose Tattoo;Nice Boys;Nice Boys;1992
624;Jun 26. 2022;Sigh;Mayonaka No Kaii;Mayonaka No Kaii;2022
625;Jun 26. 2022;The Devil's Blood;...If Not a Vessel?;III: Tabula Rasa or Death and the Seven Pillars;2013
626;Jun 26. 2022;Fates Warning;Traveler in time;The Spectre Within;2500
627;Jun 26. 2022;Holocaust;The Small Hours;Live (Hot Curry & Wine);1983
628;Jun 26. 2022;Holocaust;Forcedown Breakdown;Hot Curry & Wine;2013
629;Jun 26. 2022;Holocaust;Heavy Metal Mania;Hot Curry & Wine;2013
630;Jun 26. 2022;Holocaust;The Nightcomers;Hot Curry & Wine;2013
631;Jun 26. 2022;Ritual Necromancy;Enter the Depths (Coda);Enter the Depths (Coda);2022
632;Jun 26. 2022;Necros Christos;Temple I;Nine Graves;2014
633;Jun 26. 2022;Necros Christos;Black Bone Crucifix;Nine Graves;2014
